CODE,ZONE,STATE,TOWN,PROVIDER,ADDRESS,CAT,PLAN,SPECIALTY
40028055,SOUTH WEST,LAGOS,IKOYI,ENNY EYE CARE,"92 AWOLOWO ROAD,IKOYI,LAGOS",B,MAX & HIGHER,OPTICAL
90128648,SOUTH WEST,LAGOS,IKEJA,ERADOK HEALTHCARE,"12A, FAGBA CRESCENT",D,PLUS & HIGHER,GENERAL MEDICINE
90128251,SOUTH WEST,LAGOS,APAPA,ERICON CLINIC AND MATERNITY CARE CENTER,8 LADIPO CLOSE OFF INDUSTRIAL ROAD OLODI APAPA,D,PLUS & HIGHER,GENERAL MEDICINE
85028031,SOUTH WEST,LAGOS,AJAO ESTATE,EROM DIAGNOSTICS,"1A OLABODE STREET, OFF M/M INTERNATIONAL AIRPORT ROAD, AJAO. LAGOS",D,PLUS & HIGHER,DIAGNOSTICS
65028007,SOUTH WEST,LAGOS,SURULERE,ETERNAL LIFE HOSPITAL,31 IGANMU ROAD ORILE LAGOS ,D,PLUS & HIGHER,GENERAL MEDICINE
90128679,SOUTH WEST,LAGOS,IKEJA,EUCALYPTUS HEALTH SERVICES (DAY CLINIC),"53 ORITSHE STREET, OFF BALOGUN WAY, OFF OBAFEMI AWOLOWO ROAD",D,PLUS & HIGHER,GENERAL MEDICINE
90129099,SOUTH WEST,LAGOS,MEIRAN,EUCHARISTIC HEART OF JESUS MEDICAL CENTRE,"8, BABS ODUKALE STR, NEAR MEIRAN POLICE STATION, MEIRAN, LAGOS",D,PLUS & HIGHER,GENERAL MEDICINE
4500163,SOUTH WEST,LAGOS,OGBA,EVANS DENTAL SERVICES LTD,"AJAYI ROAD,OFF YAYA ABATAN ROAD OGBA",D,PLUS & HIGHER,DENTAL
7000507,SOUTH WEST,LAGOS,OGBA,EVANSON MEDICAL CENTRE,NO 2A IYALODE CLOSE OFF AJAYI ROAD OKE IRA OGBA,D,PLUS & HIGHER,GENERAL MEDICINE
90128338,SOUTH WEST,LAGOS,AGBARA,EVERLIFE HOSPITAL,"NO 3 PETER EDOSO STREET, IJANIKIN LAGOS",E,PLUS MINI,GENERAL MEDICINE
90128499,SOUTH WEST,LAGOS,IKORODU,EVOLUTION HOSPITAL,"NO 16-18 FALILAT OJOLOWO STREET, CPI BUS STOP, GBERIGBE",D,PLUS & HIGHER,GENERAL MEDICINE
4000141,SOUTH WEST,LAGOS,OJODU/ BERGER,EYELINE LTD,"215, ALL SEASONS PLACE,74 ISHERI ROAD, OJODU",C,PRO & HIGHER,OPTICAL
4000021,SOUTH WEST,LAGOS,IKEJA,EYEMASTERS IKORODU ROAD,208 IKORODU ROAD BY PALMGROOVE BUS STOP  NEAR NNPC FILLUING STATION,D,PLUS & HIGHER,OPTICAL
4000021,SOUTH WEST,LAGOS,LEKKI,EYEMASTERS LEKKI,"PLOT 35 FREEDOM WAY, OFF ADMIRALTY WAY, BY IKATE ROUNDABOUT, LEKKI PHASE 1",D,PLUS & HIGHER,OPTICAL
4000021,SOUTH WEST,LAGOS,LEKKI,EYEMASTERS LIMITED AGUNGI,"17 AGUNGI AJIRANROAD,OPPOSITE BAALE'S PALACE, OFFLEKKI-EPE EXPRESSWAY,AGUNGI, LEKKI,LAGOS",B,MAX & HIGHER,OPTICAL
4000021,SOUTH WEST,LAGOS,AJAH,EYEMASTERS LIMITED AJAH,"1 YEMISUARASTREET, BY GRACELAND ESTATE, OGOMBO ROAD, ABRAHAM ADESANYA, AJAH, LAGOS.",B,MAX & HIGHER,OPTICAL
4000021,SOUTH WEST,LAGOS,ALABA,EYEMASTERS LIMITED ALABA,"ICHIDA MALL,126B ALABA INTERNATIONAL ROAD,OFF SONY BUS-STOP",B,MAX & HIGHER,OPTICAL
4000021,SOUTH WEST,LAGOS,ISOLO,EYEMASTERS LIMITED ISOLO,"73, ISOLO-MUSHIN ROAD, ISOLO, LAGOS",B,MAX & HIGHER,OPTICAL
4000021,SOUTH WEST,LAGOS,IBEJU-LEKKI,EYEMASTERS LIMITED OSAPA,"ZEEKAS MALL, 2CASTLE ROCK ROAD, BEHIND CIRCLEMALL(SHOPRITE) OSAPA, LAGOS",B,MAX & HIGHER,OPTICAL
4000021,SOUTH WEST,LAGOS,SOMOLU,EYEMASTERS LIMITED PALMGROOVE,"208, IKORODU ROAD BY PALMGROVE BUS-STOP,SOMOLU,LAGOS",B,MAX & HIGHER,OPTICAL
4000142,SOUTH WEST,LAGOS,MARYLAND,EYEPLUS OPTHALMICS NIG LTD,"334 IKORODU ROAD, BY IDI-IROKO BUS STOP",D,PLUS & HIGHER,OPTICAL
40028110,SOUTH WEST,LAGOS,ETI OSA,EYES RITE,SUITE 25 DOLPHIN PLAZA,D,PLUS & HIGHER,OPTICAL
91228051,SOUTH WEST,LAGOS,IKEJA,EYESTYLE OPTIQUE,"SUITE 003, AIRPORT BUSINESS HUB, ALONG INT'L AIRPORT ROAD, IKEJA, LAGOS",D,PLUS & HIGHER,OPTICAL
7000258,SOUTH WEST,LAGOS,VICTORIA ISLAND,FAITH CITY HOSPITAL,"NO 29A OJU OLOBUN CLOSE,VICTORIA ISLAND",B,MAX & HIGHER,GENERAL MEDICINE
7000260,SOUTH WEST,LAGOS,AJAO ESTATE,FAITH CITY HOSPITAL AJAO,"16, ASA AFARIOGUN ST., OFF OSOLO WAY, AJAO ESTATE, LAGOS",B,MAX & HIGHER,GENERAL MEDICINE
9040018,SOUTH WEST,LAGOS,IYANA IPAJA,FAITH HILLS SPECIALIST HOSPITAL,"87, ALIMOSHO ROAD ALAGUNTAN, IYANA IPAJA LAGOS",E,PLUS MINI,GENERAL MEDICINE
90128888,SOUTH WEST,LAGOS,MUSHIN,FAJIP HOSPITAL MUSHIN,"10 AKINTUNDE AINA STREET, MUSHIN",D,PLUS & HIGHER,GENERAL MEDICINE
90128888,SOUTH WEST,LAGOS,SURULERE,FAJIP HOSPITAL SURULERE,"43 AGBONYIN AVENUE, SURULERE",D,PLUS & HIGHER,GENERAL MEDICINE
7000827,SOUTH WEST,LAGOS,APAPA,FALETI MEDICAL CENTRE,98 BAALE STREET OLODI APAPA,C,PRO & HIGHER,GENERAL MEDICINE
7000812,SOUTH WEST,LAGOS,EGBEDA,FAMACARE CLINIC (OUTPATIENT ONLY),"NO 108, AKOWONJO ROAD , VULCANIZER BUS STOP, EGBEDA LAGOS",D,PLUS & HIGHER,GENERAL MEDICINE
36028124,SOUTH WEST,LAGOS,ABULE-EGBA,FAMACARE DIAGNOSTICS CENTRE,"394, LAGOS-ABEOKUTA EXPRESSWAY, GLASS HOUSE, BESIDE WEMA BANK, ABULE EGBA.",D,PLUS & HIGHER,DIAGNOSTICS
4500081,SOUTH WEST,LAGOS,VICTORIA ISLAND,FAMILY DENTAL CLINIC,"NO 169 DANMOLE STREET OFF IDEJO OFF ADEOLA ODEKU,VICTORIA ISLAND",B,MAX & HIGHER,DENTAL
90128477,SOUTH WEST,LAGOS,IBEJU LEKKI,FAMOUS HOSPITALS,"GREEN ROOF, OPP LFTZ TIYE TOWN",E,PLUS MINI,GENERAL MEDICINE
7000261,SOUTH WEST,LAGOS,OGBA,FANIMED HOSPITAL,"210, LILLY ROAD, LSDPC MEDIUM HOUSING ESTATE (PHASE IV),OBA OGUNJI ROAD, OGBA.",C,PRO & HIGHER,GENERAL MEDICINE
4000115,SOUTH WEST,LAGOS,LAGOS ISLAND,FARATORI EYE CENTRE,"187,IGBOSERE ROAD,LAGOS ISLAND,",D,PLUS & HIGHER,OPTICAL
45028080,SOUTH WEST,LAGOS,LEKKI,FERAYAN DENTAL AND DERMATOLOGY CLINIC,ra,B,MAX & HIGHER,DENTAL
4000288,SOUTH WEST,LAGOS,IKORODU,FIDEI EYE CENTRE IKORODU,"AGRIC BUS STOP, 69 LAGOS - OJOO EXPY, IKORODU",D,PLUS & HIGHER,OPTICAL
4500160,SOUTH WEST,LAGOS,IYANA IPAJA,FINESSE SPECIALIST DENTAL CLINIC AND SUGERY,"STERLING BANK BUILDING, BAMGBOLA HOUSE,109 LAGOS- ABEOKUTA EXPRESS WAY, ADEALU BUS STOP ,IYANA IPAJA LAGOS.",D,PLUS & HIGHER,DENTAL
90129078,SOUTH WEST,LAGOS,KETU,FINEVIEW SPECIALIST HOSPITAL LAGOS,"57,DEMURIN ROAD OFF ELEBIJU BUS-STOP",E,PLUS MINI,GENERAL MEDICINE
6500059,SOUTH WEST,LAGOS,IKEJA,FINNIH MEDICAL CENTRE,42 ODUDUWA CRESCENT,C,PRO & HIGHER,GENERAL MEDICINE
45028006,SOUTH WEST,LAGOS,ILUPEJU ,FIRST CONSULTANT DENTAL CLINIC ILUPEJU,"22 ILUPEJU BYEPASS, ILUPEJU, LAGOS",D,PLUS & HIGHER,DENTAL
90128259,SOUTH WEST,LAGOS,SURULERE,FIRST CROSS HOSPITAL,"2 OSHOFISAN STREET, ITIRE",E,PLUS MINI,GENERAL MEDICINE
90128042,SOUTH WEST,LAGOS,SURULERE,FIRST DOMINICAN HOSPITAL,27 ALHAJI MASHA ROAD SURULERE ,E,PLUS MINI,GENERAL MEDICINE
7000265,SOUTH WEST,LAGOS,EPE,FIRST GRACELAND HOSPITAL,"2 GRACELAND CLOSE, PAPA EPE, LAGOS",D,PLUS & HIGHER,GENERAL MEDICINE
90728008,SOUTH WEST,LAGOS,EBUTTE-METTA,FIRST HEALTH SPECIALIST HOSPITAL ,"33A, ABULENLA ROAD, OFF APAPA ROAD, CONSTAIN, LAGOS",D,PLUS & HIGHER,PSYCHIATRY
90128021,SOUTH WEST,LAGOS,MUSHIN,FIRST HERITAGE HOSPITAL,29/33 AYANTUGA STREET OLORUNSOGO BUS STOP MUSHIN,B,MAX & HIGHER,GENERAL MEDICINE
45028044,SOUTH WEST,LAGOS,YABA,FIRST MOBILE DENTAL CARE ,"2,AKINTOYE STREET OFF MCNEIL,SABO-YABA LAGOS",B,MAX & HIGHER,DENTAL
90128555,SOUTH WEST,LAGOS,ALIMOSHO,FIRST U-TURN HOSPITAL,"2, RISIKAT MAJERO STREET, OFF LAGOS ABEOKUTA EXPRESS WAY, ABULE EGBA, LAGOS",E,PLUS MINI,GENERAL MEDICINE
3300010,SOUTH WEST,LAGOS,MUSHIN,FITPLUS HEALTHCARE LIMITED,"99 PALM AVENUE, MUSHIN, LAGOS",D,PLUS & HIGHER,DIAGNOSTICS
90129033,SOUTH WEST,LAGOS,IKORODU,FLOURID HOSPITAL ,"5, IMOLOYE STREET, OFF ARARO, ADAMO, IKORODU",D,PLUS & HIGHER,GENERAL MEDICINE
4000024,SOUTH WEST,LAGOS,IKEJA,FOCUS EYE CENTRE,"PLOT 319, ODUSANMI STREET BEHIND EXCELLENCE HOTEL, OGBA",D,PLUS & HIGHER,OPTICAL
6000103,SOUTH WEST,LAGOS,OWOROSHONKI,FOLABI HOSPITAL,"78, OWORONSHOKI ROAD",D,PLUS & HIGHER,GENERAL MEDICINE
3300034,SOUTH WEST,LAGOS,SURULERE,FOREMOST RADIOLOGY CONSULTANTS,"50, OGUNLANA DRIVE ",D,PLUS & HIGHER,DIAGNOSTICS
4000191,SOUTH WEST,LAGOS,MUSHIN,FOREVER VISION EYE CENTRE,"26, SADIKU STREET, OFF APAPA-OSHODI EXPRESSWAY",D,PLUS & HIGHER,OPTICAL
91228019,SOUTH WEST,LAGOS,AGBARA,FORST EYE CLINIC,"KM 32, LAGOS BADAGRY EXPRESS ROAD, MOBIL FILLING STATION MOROGBO. AGBARA B/STOP, LAGOS MOROGBO",D,PLUS & HIGHER,OPTICAL
91228018,SOUTH WEST,LAGOS,FESTAC TOWN,FORST EYE CLINIC,HOUSE 1 5TH AVENUE U CLOSE,D,PLUS & HIGHER,OPTICAL
40028017,SOUTH WEST,LAGOS,LEKKI,FORST EYE CLINIC,"KM 52, IBEJU LEKKI EPE EXPRESSWAY, OPPOSITE SECRETARIAT L.G.A, IGANDO LEKKI",D,PLUS & HIGHER,OPTICAL
4000026,SOUTH WEST,LAGOS,OGBA,FORST EYE CLINIC,"14 KAYODE STREET, OFF IJAIYE ROAD BTW TASTEE FRIED CHICKEN AND NORMAL CHILDREN SCHOOL BY CATERPILLAR BUS-STOP",D,PLUS & HIGHER,OPTICAL
40028017,SOUTH WEST,LAGOS,SURULERE,FORST EYE CLINIC,"3, ONISEMO STREET, BY ADEGOKE GATE, NEAR MASHA BUS/STOP, OPPOSITE X-SERVE CHILDREN'S HOSPITAL,",D,PLUS & HIGHER,OPTICAL
90129123,SOUTH WEST,LAGOS,IBEJU-LEKKI,FRONTLINE HOSPITAL,"ELEKO BEACH ROAD,AMEN ESTATE,PHASE 2, IBEJU LEKKI,LAGOS",D,PLUS & HIGHER,GENERAL MEDICINE
7000513,SOUTH WEST,LAGOS,AGBADO,FUNBI HOSPITAL,"10 KOLAWOLE OTUN CLOSE, OFF OLD OTA ROAD, MOSHALASHI B/STOP ALAGBADO LAGOS.",D,PLUS & HIGHER,GENERAL MEDICINE
7000089,SOUTH WEST,LAGOS,SURULERE,FUNTO HOSPITAL,"131 IJESHA RD, ITIRE, LAGOS",E,PLUS MINI,GENERAL MEDICINE
40028073,SOUTH WEST,LAGOS,AGUDA,GALILY EYE CLINIC LIMITED,"63, COKER ROAD, BY CAC BUS STOP, COKER, LAGOS",B,MAX & HIGHER,OPTICAL
7000740,SOUTH WEST,LAGOS,YABA,GCEM HOSPITAL,"47 MOLEYE STREET, OFF HUGHES AVENUE ALAGOMEJI BUS STOP OFF HERBERT MACAULAY WAY BY TOTAL FILLING STATION",B,MAX & HIGHER,GENERAL MEDICINE
90129104,SOUTH WEST,LAGOS,AJEGUNLE,GENERAL HOSPITAL AJEROMI,"6, CARDOSO STREET, AWODI-ORA, AJEGUNLE",D,PLUS & HIGHER,GENERAL MEDICINE
90128962,SOUTH WEST,LAGOS,IFAKO,GENERAL HOSPITAL IFAKO IJAIYE ,"14 COLLEGE ROAD, LAGOS IFAKO/IJAYE, NIGERIA",D,PLUS & HIGHER,GENERAL MEDICINE
90129197,SOUTH WEST,LAGOS,AGEGE,GENERAL HOSPITAL ORILE AGEGE,"3, OLD OTTA ROAD, ILE EPO BUS STOP, AGEGE",E,PLUS MINI,GENERAL MEDICINE
6800011,SOUTH WEST,LAGOS,IKEJA,GENESIS SPECIALIST HOSPITAL,"67 ODUDUWA CRESCENT,IKEJA ,LAGOS",B,MAX & HIGHER,GENERAL MEDICINE
90128654,SOUTH WEST,LAGOS,IBEJU-LEKKI,GENEZLAND HOSPITAL,"BLOCK A, GARRICK ESTATE, ABIJO CELLE, ABIJO IBEJU - LEKKI",E,PLUS MINI,GENERAL MEDICINE
45028095,SOUTH WEST,LAGOS,OSHODI,GEO DENTAL CENTRE,"12 HARUNA SUBAIRU STREET, LADIPO BUS STOP, SHOGUNLE",D,PLUS & HIGHER,DENTAL
6500062,SOUTH WEST,LAGOS,OSHODI,GEO MEDICAL CENTRE,"12 HARUNA SUBAIRU STREET, LADIPO BUS STOP, SHOGUNLE",C,PRO & HIGHER,GENERAL MEDICINE
90128096,SOUTH WEST,LAGOS,ABULE-EGBA,GEO-MARIE HOSPITAL,"35, ADEPEGBA STREET ABULE EGBA",B,MAX & HIGHER,GENERAL MEDICINE
7000272,SOUTH WEST,LAGOS,LEKKI,GEORGES MEMORIAL HOSPITAL ,NO 6 RASHEED ALABA WILLIAMS STREET OFF ADMIRALTY WAY LEKKI PHASE 1,B,MAX & HIGHER,GENERAL MEDICINE
7000788,SOUTH WEST,LAGOS,IYANA IPAJA,GLAD TIDINGS MEDICAL CENTRE,"AMUSA ALABI ST, IPAJA, LAGOS",C,PRO & HIGHER,GENERAL MEDICINE
4500016,SOUTH WEST,LAGOS,LEKKI,GLAZE DENTAL & BREATH CLINIC,"17J ADMIRAL AYINLA WAY, LEKKI PHASE I 106104, LEKKI",D,PLUS & HIGHER,DENTAL
4000304,SOUTH WEST,LAGOS,VICTORIA ISLAND,GLOBAL VIRTUAL EYES LIMITED,"70, ADETOKUNBO ADEMOLA STREET, VICTORIA ISLAND",D,PLUS & HIGHER,OPTICAL
90128589,SOUTH WEST,LAGOS,OJO,GOD CURES HOSPITAL,"19 ERA ROAD, AJANGBADI,OJO",D,PLUS & HIGHER,GENERAL MEDICINE
,SOUTH WEST,LAGOS,SATELLITE TOWN,GOD CURES HOSPITAL ,"56, MARWA ROAD, SATELLITE TOWN, LAGOS.",D,PLUS & HIGHER,GENERAL MEDICINE
7000727,SOUTH WEST,LAGOS,AMUWO ODOFIN,GODFREY HOSPITAL,"PLOT 3554 KOFO KASUMU AVENUE, LAKEVIEW PHASE 1 ESTATE, AMUWO ODOFIN GRA",C,PRO & HIGHER,GENERAL MEDICINE
90128157,SOUTH WEST,LAGOS,BADAGRY,GODS FAVOURITE HOSPITAL,"1 FAVOUR HOSPITAL ROAD, MTN B/STOP, ALONG BADAGRY EXPRESS WAY",D,PLUS & HIGHER,GENERAL MEDICINE
6000057,SOUTH WEST,LAGOS,AMUWO ODOFIN,GODSPOWER CLINIC,"321 ROAD, C CLOSE, HOUSE 7, FESTAC",C,PRO & HIGHER,GENERAL MEDICINE
7000522,SOUTH WEST,LAGOS,FESTAC TOWN,GOLDEN CROSS INFIRMARY,"2ND AVENUE, 22 ROAD, FESTAC TOWN, LAGOS",B,MAX & HIGHER,GENERAL MEDICINE
90128559,SOUTH WEST,LAGOS,IKORODU,GOOD SHEPHERD CATHOLIC HOSPITAL ,"SALVATION/ IBADAN STREET, IRAWO, IKORODU LAGOS",D,PLUS & HIGHER,GENERAL MEDICINE
7000278,SOUTH WEST,LAGOS,SURULERE,GOOD TIDINGS HOSPITAL,"37/39 FASORO STREET,SURULERE",D,PLUS & HIGHER,GENERAL MEDICINE
6000105,SOUTH WEST,LAGOS,IKATE,GOODFAITH CLINICS LIMITED                                   ,"VICTORIA ST, IKATE, LAGOS",D,PLUS & HIGHER,GENERAL MEDICINE
7000524,SOUTH WEST,LAGOS,AGBARA,GOODNESS MEDICAL CENTRE,"NO 151 SHIBIRI ROAD OPPOSITE OTTO-AWORI DEVELEOPMENT COUNCIL BY IYA-ERA AGBARA ROAD,OJO",C,PRO & HIGHER,GENERAL MEDICINE
6800039,SOUTH WEST,LAGOS,AJAO ESTATE,GOODSEED SPECIALIST CLINICS,"42, LATEEF SALAMI STREET OFF AWONIYI ELEMO, AJAO ESTATE",C,PRO & HIGHER,GENERAL MEDICINE
7000753,SOUTH WEST,LAGOS,ILUPEJU ,GRACE COTTAGE CLINICS LTD,"11 OLABODE CL, ILUPEJU, LAGOS",C,PRO & HIGHER,PSYCHIATRY
7600001,SOUTH WEST,LAGOS,AMUWO-ODOFIN,GRACE HILL BEHAVIOURAL HOSPITAL (PSYCHIATRY REFERRAL ONLY),"LAKEVIEW ESTATE, 1, PATIENCE OLUKAYODE CRESCENT, RAJI RASAKI ESTATE RD, AMUWO ODOFIN, LAGOS",B,MAX & HIGHER,PSYCHIATRY
90128174,SOUTH WEST,LAGOS,AGBADO,GRACE HOSPITAL,"1 ABIBABTU ASABI STREET, AGBADO CROSSING",E,PLUS MINI,GENERAL MEDICINE
7000823,SOUTH WEST,LAGOS,OJO,GRACELAND MEDICAL CENTRE,"147, BADAGRY EXPRESSWAY",D,PLUS & HIGHER,GENERAL MEDICINE
90128711,SOUTH WEST,LAGOS,SURULERE,GRANDVILLE MEDICAL CENTRE,"6, FEMI AYANTUGA CRESCENT, OFF ADELABU STREET",C,PRO & HIGHER,GENERAL MEDICINE
90128704,SOUTH WEST,LAGOS,IKORODU,GREAT FOUNDATION HOSPITAL,"77, ODONLA ROAD, ODOGUNYAN. IKORODU. LAGOS",E,PLUS MINI,GENERAL MEDICINE
90129231,SOUTH WEST,LAGOS,SURULERE,GREEN FOUNTAIN DENTAL CLINIC,"19, OYEKAN ROAD, OFF AKERELE, SURULERE",D ,PLUS & HIGHER,DENTAL
7000855,SOUTH WEST,LAGOS,AGO,GREENLIFE HOSPITAL LIMITED AGO,"28, OWOLABI STREET, AGO PALACE WAY,OKOTA ISOLO",D,PLUS & HIGHER,GENERAL MEDICINE
7000856,SOUTH WEST,LAGOS,AMUWO ODOFIN,GREENLIFE HOSPITAL LIMITED AMUWO,"PLOT 2031, RAFIU BABATUNDE, TINUBU WAY, BY APPLE JUNCTION, AMUWO ODOFIN",D,PLUS & HIGHER,GENERAL MEDICINE
7000854,SOUTH WEST,LAGOS,ILUPEJU,GREENLIFE HOSPITAL LIMITED ILUPEJU,"15, ASSOCIATION AVENUE, ILUPEJU",D,PLUS & HIGHER,GENERAL MEDICINE
7600004,SOUTH WEST,LAGOS,OPEBI,GREY INSIGHT (REFERRALS ONLY),"5B, JO-BABS DARE CLOSE, OFF ADEYERI CL, OPEBI, IKEJA 100212",D,PLUS & HIGHER,PSYCHIATRY
7000020,SOUTH WEST,LAGOS,VICTORIA ISLAND,GROVER MEDICALS LIFESTYLE CLINIC,"81A YOUNIS BASHORUN STREET, OFF AJOSE ADEOGUN ST, VICTORIA ISLAND",B,MAX & HIGHER,GENERAL MEDICINE
45028089,SOUTH WEST,LAGOS,MUSHIN,GT DENTAL SPECIALIST LIMITED,"42, ASSOCIATION AVENUE, ILUPEJU	",D,PLUS & HIGHER,DENTAL
90128029,SOUTH WEST,LAGOS,ABULE-EGBA,GUARDIAN HEALTH LIMITED ,"NO 3 OLUSOLA STREET, OFF EKORO ROAD, AGBELEKE BUS STOP ",D,PLUS & HIGHER,GENERAL MEDICINE
90129100,SOUTH WEST,LAGOS,EGBE,HALLELUYAH HEALTHSOLUTIONS HOSPITAL,"2, OWODUNNI STREET, LIASU ROAD, EGEBE LAGOS",D,PLUS & HIGHER,GENERAL MEDICINE
5000022,SOUTH WEST,LAGOS,ABULE-EGBA,HAMKAD HOSPITAL NIGERIA LTD.,"39, OLAWALE-COLE STREET, U-TURN BUS STOP, ABULE-EGBA, LAGOS",D,PLUS & HIGHER,GENERAL MEDICINE
36028114,SOUTH WEST,LAGOS,IKEJA,HARLEY AND RAINBOW SPECIALIZED DIAGNOSTIC LABORATORIES,72 ADENIYI JONES AVENUE OPPOSITE LAGOON HOSPITAL,C,PRO & HIGHER,DIAGNOSTICS
7000022,SOUTH WEST,LAGOS,VICTORIA ISLAND,HARTWELL CARDIOLOGY HOSPITAL (REFERRALS ONLY),"234A, MURI OKUNOLA STREET, VICTORIA ISLAND",B,MAX & HIGHER,CARDIOLOGY
4500117,SOUTH WEST,LAGOS,LEKKI,HAVEN DENTAL CLINIC,"SUITE A9/10 D CHERUB MALL, NEW ROAD BUSTOP, OPPOSITE ALPHA BEACH BUS STOP, LEKKI PENNINSULA II, LEKKI",C,PRO & HIGHER,DENTAL
4500117,SOUTH WEST,LAGOS,LEKKI,HAVEN DENTAL CLINIC,"PLOT 9 O2 MALL, HAKEEM DICKSON LINK ROAD, LEKKI PHASE 0",C,PRO & HIGHER,DENTAL
91228024,SOUTH WEST,LAGOS,LEKKI,HAVEN OPTICAL CLINIC,"PLOT 9 O2 MALL, HAKEEM DICKSON LINK ROAD, LEKKI PHASE 1",D,PLUS & HIGHER,OPTICAL
91228024,SOUTH WEST,LAGOS,LEKKI,HAVEN OPTICAL CLINIC,"SUITE A9/10 D CHERUB MALL, NEW ROAD BUSTOP, OPPOSITE ALPHA BEACH BUS STOP, LEKKI PENNINSULA II, LEKKI",D,PLUS & HIGHER,OPTICAL
90428010,SOUTH WEST,LAGOS,IKEJA,HAVEN PEDIATRIC PRACTICE,"3C OBA DOSUNMU ST, OFF ISAAC JOHN STR, GRA",B,MAX & HIGHER,PAEDIATRICS
4000272,SOUTH WEST,LAGOS,AJAO ESTATE,HAVILAH EYECARE AND OPTICAL SERVICES,"33 OSOLO WAY, AJAO ESTATE, LAGOS",C,PRO & HIGHER,OPTICAL
90128006,SOUTH WEST,LAGOS,AJAH,HAVILAH HOSPITAL,"2 EMMANUEL IBITOLU STREET, AJAH-ADDO ROAD, AJAH",C,PRO & HIGHER,GENERAL MEDICINE
90128893,SOUTH WEST,LAGOS,MAGODO,HAYYS HAVEN HOSPITAL,"18 OLATUNJI LADIPO, OFF CMD ROAD, IKOSI/MAGODO",E,PLUS MINI,GENERAL MEDICINE
9040013,SOUTH WEST,LAGOS,AJAO ESTATE,HEALING FIELD CLINICS,"1, AJIBADE OKE STREET, AJAO ESTATE",E,PLUS MINI,GENERAL MEDICINE
90128443,SOUTH WEST,LAGOS,OJO,HEALING LAND HOSPITAL AND MATERNITY,"106, OKE-AGBO, OKE-AGBO ROAD, OJO, LAGOS.",D,PLUS & HIGHER,GENERAL MEDICINE
7000526,SOUTH WEST,LAGOS,VICTORIA ISLAND,HEALING STRIPES HOSPITAL,"6B HOUSE 3,PRINCE ALABA ONIRU WAY,ONIRU ROYAL ESTATE,VICTORIA ISLAND EXTENSION,",C,PRO & HIGHER,GENERAL MEDICINE
90128051,SOUTH WEST,LAGOS,OKOTA,HEALING TOUCH HOSPITAL,"42 OLUDEGUN AVENUE, IRE AKARI ESTATE, ISOLO",E,PLUS MINI,GENERAL MEDICINE
90128026,SOUTH WEST,LAGOS,IPAJA,HEALING VIRTUES HOSPITAL,"ABULE EGUN, 21 ODUBAKIN ST, IPAJA, LAGOS",E,PLUS MINI,GENERAL MEDICINE
36028193,SOUTH WEST,LAGOS,YABA,HEALTHCUBE MEDICAL LTD,"1, HARVEY ROAD, OFF HERBERT MACAULAY WAY YABA",D ,PLUS & HIGHER,DIAGNOSTICS
85028009,SOUTH WEST,LAGOS,LEKKI,HEALTHLANE DIAGNOSTICS (ANNUAL MEDICALS),"16 ADEWALE KOLAWOLE CRESCENT, LEKKI PHASE 1",D,PLUS & HIGHER,DIAGNOSTICS
90128063,SOUTH WEST,LAGOS,AJAO ESTATE,HEDA HOSPITAL,"2A, NWABUEZE CLOSE, OFF PRINCESS AINA JEGEDE CLOSE, BEHIND ELEGANZA MALL",E,PLUS MINI,GENERAL MEDICINE
65028006,SOUTH WEST,LAGOS,IBEJU-LEKKI,HEILUNG KREUZ HOSPITAL,"KM 42 LEKKI-EPE EXPRESSWAY, SAVANNAH SUPERMARKET BUILDING, OPPOSITE SAPPHIRE GARDENS, AWOYAYA",C,PRO & HIGHER,GENERAL MEDICINE
36028003,SOUTH WEST,LAGOS,LAGOS ISLAND,HELP LABORATORIES AND CHECKUP CENTRES,"19D BUSH STREET, ANTHONY VILLAGE",B,MAX & HIGHER,DIAGNOSTICS
68028009,SOUTH WEST,LAGOS,SURULERE,HEMPATHY CONSULT LTD (SPEECH & BEHAVIOURAL THERAPY),"11 AIYETORO STREET, AGUDA",D,PLUS & HIGHER,PSYCHIATRY
4000296,SOUTH WEST,LAGOS,AGEGE,HEPHZIBAH EYE AGEGE,"BESIDE DSTV OFFICE, OPPOSITE OKO OBA G.R.A SCHEME 1, OKO OBA, AGEGE, LAGOS.",C,PRO & HIGHER,OPTICAL
91228086,SOUTH WEST,LAGOS,OGBA,HEPHZIBAH EYE CARE,"27, WEMCO ROAD BESIDE NSITF OPPOSITE DUDU OSUN COMPANY, OGBA, IKEJA LAGOS",C,PRO & HIGHER,OPTICAL
4000291,SOUTH WEST,LAGOS,AJAH,HEPHZIBAH EYE CARE ,"SUITE 1F13,THE HUB PLAZA AFTER BLENCO SUPERMARKET ALONG ADDO ROAD",D,PLUS & HIGHER,OPTICAL
4000292,SOUTH WEST,LAGOS,AMUWO ODOFIN,HEPHZIBAH EYE CARE ,SAVIOURS HOUSE BY APPLE JUNCTION AMUWO ODOFIN FESTAC LINK ROAD,D,PLUS & HIGHER,OPTICAL
4000286,SOUTH WEST,LAGOS,LEKKI - DELUXE,HEPHZIBAH EYE CARE ,"HOUSE 4, CRESCENT CROSS ESTATE, HAKEEM DICKSON LINK ROAD, ELF BUS-STOP, LEKKI PHASE 1",C,PRO & HIGHER,OPTICAL
