CODE,ZONE,STATE,TOWN,PROVIDER,ADDRESS,CAT,PLAN,SPECIALTY
90129002,NORTH CENTRAL,FCT,GWARINPA,ROYAL CARE SPECIALIST HOSPITAL,6TH AVENUE BESIDE YAR KASUWA AFTER CHARLIE BOY,C,PRO & HIGHER,GENERAL MEDICINE
7000638,NORTH CENTRAL,FCT,WUSE 2,ROYAL ORTHOPAEDIC HOSPITAL AND MEDICARE,"7B TEMA ST, WUSE, ABUJA, FCT",B,MAX & HIGHER,GENERAL MEDICINE
7000639,NORTH CENTRAL,FCT,JABI,ROYAL SPECIALIST DENTAL CLINIC,"6 ANIONWU CLOSE, OPPOSITE CONOIL FILLING STATION, BESIDE NISA PHARMACY, KADO ESTATE",B,MAX & HIGHER,DENTAL
90128919,NORTH CENTRAL,FCT,GADUWA,ROYALTON HOSPITAL LIMITED,30 CONSTITUTION AVENUE GADUWA ESTATE GADUWA,D,PLUS & HIGHER,GENERAL MEDICINE
90129173,NORTH CENTRAL,FCT,ABUJA MUNICIPAL,SAHAD HOSPITALS,"27, ILE EJA ROAD, OKERUBE FCT FEDERAL HIGH COURT APO RESETTLEMENT",D,PLUS & HIGHER,GENERAL MEDICINE
40028024,NORTH CENTRAL,FCT,UTAKO,SALLIE EYE CLINIC AND OPTICAL LIMITED ,"VGI CENTRE FIRST FLOOR, SUITE B03, PLOT 969 WUYE DISTRICT",D,PLUS & HIGHER,OPTICAL
90128335,NORTH CENTRAL,FCT,GARKI 1,SAMVIC EYE CLINIC ,"8 FASKARI CRESCENT,BESIDE ACCESS BANK, INSIDE SAVANNAH SUITES",D,PLUS & HIGHER,OPTICAL
7000649,NORTH CENTRAL,FCT,APO,SANA CLINIC LTD,"PLOT 17 MADAKIYA CRESCENT, OFF JANET DUNIYA STREET",C,PRO & HIGHER,ENT
45028139,NORTH CENTRAL,FCT,JABI,SERENITE DENTAL CLINIC,SUITE A108 ZITEL PLAZA JABI ABUJA,C,PRO & HIGHER,DENTAL
36028107,NORTH CENTRAL,FCT,WUSE 2,SILHOUETTE DIAGNOSTIC CONSULTANT,"NO 12 KUDANG STREET, OFF MONROVIA STREET, WUSE 2",D,PLUS & HIGHER,DIAGNOSTIC
6000134,NORTH CENTRAL,FCT,ABUJA,SILVER FOUNTAIN MEDICAL CENTRE,"KC12 KUKWABA DISTRICT II, UMARU MUSA YAR'ADUA ROAD, ABUJA",C,PRO & HIGHER,GENERAL MEDICINE
90129271,NORTH CENTRAL,FCT,JIKWOYI,SISTERS OF NATIVITY HOSPITAL,"NO 10, ARCHBISHOP KAWAS STREET PHASE 1",D,PLUS & HIGHER,GENERAL MEDICINE
9120008,SOUTH WEST,FCT,ASOKORO,SKIPPER EYE Q SUPER SPECIALITY EYE HOSPITAL,"OPPOSITE A A RANO FILLING STATION, YAKUBU GOWON CRESCENT",C,PRO & HIGHER,OPTICAL
4000168,NORTH CENTRAL,FCT,WUSE 2,SMILEY OPTICAL ABUJA,"SUITE 14, YASUHA PLAZA, PLOT 1046, ADETOKUNBO ADEMOLA CRESCENT",C,PRO & HIGHER,OPTICAL
7000655,NORTH CENTRAL,FCT,KUBWA,SOFTSHELL SPECIALIST HOSPITAL,"A57 AKPABUYO STREET, ARMY POST HOUSING ESTATE, KUBWA",E,PLUS MINI,GENERAL MEDICINE
7000666,NORTH CENTRAL,FCT,WUSE,ST CATHERINE'S SPECIALIST HOSPITAL,"NO 6 ODIENNA, LIBREVILLE STREET, OFF AMINUKANO CRESCENT",B,MAX & HIGHER,GENERAL MEDICINE
90128239,NORTH CENTRAL,FCT,GWAGWALADA,ST MARYS CATHOLIC HOSPITAL,"BESIDE FRSC, GWAGWALADA",C,PRO & HIGHER,GENERAL MEDICINE
90128451,NORTH CENTRAL,FCT,ABAJI,ST PETERS CATHOLIC HOSPITAL ,"ABUJA LOKOJA EXPRESS WAY, ABAJI",D,PLUS & HIGHER,GENERAL MEDICINE
7000734,NORTH CENTRAL,FCT,KARU,STEDMED SPECIALIST MEDICAL CENTRE AND CHILDREN HOSPITAL,NO 3 KARA NEIGHBOUROOD WAY KARU SITE BY FORDMART SUPERMARKET BEFORE KARU ROUND ABOUT,C,PRO & HIGHER,GENERAL MEDICINE
40028086,NORTH CENTRAL,FCT,ASOKORO,SWISS VISION EYE,"98, YAKUBU GOWON CRESCENT, 3RD FLOOR H MEDIX COMPLEX, ASOKORO",D,PLUS & HIGHER,OPTICAL
90128336,NORTH CENTRAL,FCT,UTAKO ,"SYNAPSE AZALEA CENTER, KADO, ABUJA","SCHOOL, NO.10, INUWA WADA CRESCENT OFF T.O.S BENSON STREET OPPOSITE LEA PRIMARY, OFF N OKONJO-IWEALA WAY, UTAKO, ABUJA",C,PRO & HIGHER,PSYCHIATRY
90128337,NORTH CENTRAL,FCT,ABUJA,"SYNAPSE MUSTARD CENTER, UTAKO, ABUJA","NO. 10, INUWA WADA CRESCENT, OFF T.O.S BENSON STREET, OPPOSITE LEA PRIMARY SCHOOL, OFF NGOZI OKONJO-IWEALA WAY, UTAKO DISTRICT, ABUJA",C,PRO & HIGHER,PSYCHIATRY
3500010,NORTH CENTRAL,FCT,GWARINPA,"SYNLAB 10, 1ST AVENUE, GWARINPA ESTATE, GWARINPA","10 1ST AVENUE, GWARINPA 900108, ABUJA",B,MAX & HIGHER,LABORATORY
3500010,NORTH CENTRAL,FCT,WUSE 2,"SYNLAB 17 AMINU KANO CRESCENT, WUSE 2","17 AMINU KANO CRES, WUSE 2 900288, ABUJA",B,MAX & HIGHER,LABORATORY
3500010,NORTH CENTRAL,FCT,ASOKORO,"SYNLAB 18 TY DANJUMA STREET, BESIDE EMBASSY OF NAMIBIA, ASOKORO","T. Y. DANJUMA ST, ASOKORO, ABUJA",B,MAX & HIGHER,LABORATORY
3500010,NORTH CENTRAL,FCT,GWAGWALADA,"SYNLAB HOUSE 249, COMMUNITY BANK ROAD, PHASE 2, GWAGWALADA","HOUSE 249, COMMUNITY BANK ROAD, PHASE 2, GWAGWALADA",B,MAX & HIGHER,LABORATORY
90128220,NORTH CENTRAL,FCT,UTAKO ,THE EYE PLACE,"S2 SECOND FLOOR, ALIBRO ATRIUM PLAZA, 32 EKUKINAM STREET",D,PLUS & HIGHER,OPTICAL
4000279,NORTH CENTRAL,FCT,APO,THE EYE SHOP - APO ABUJA,"PLOT 648 FRANCA AFEGBUA CRESCENT, OFF SAMUEL JERETON MARIERE ROAD",B,MAX & HIGHER,OPTICAL
,NORTH CENTRAL,FCT,ABUJA,THE SMILE SHOP LTD,"NO. 958, BIODUN AKIN-AINA CRESCENT, OFF GISHIRI ROAD, KATAMPE (OPPOSITE NICON JUNCTION) ABUJA",D,PLUS & HIGHER,DENTAL
91228078,NORTH CENTRAL,FCT,WUSE ZONE 1,THELIA EYECARE AND OPTICS LIMITED,PLOT 1528 NOUAKCHOTT STREET ABUJA ,D,PLUS & HIGHER,OPTICAL
91228081,NORTH CENTRAL,FCT,APO,THELISH EYE CENTRE ,"PLOT 2411 CADASTRAL ZONE GUDU DISTRICT, GT BANK CLOSE TO APO LEGISLATIVE QUARTERS",D,PLUS & HIGHER,OPTICAL
7000702,NORTH CENTRAL,FCT,LUGBE,THOMAS DAVID HOSPITAL & MATERNITY LTD     ,"HOUSE 14(1K),9 CRESCENT,SECTOR F,LUGBE,ABUJA   ",D,PLUS & HIGHER,GENERAL MEDICINE
4000122,NORTH CENTRAL,FCT,ABUJA,TOLBERT SPECIALIST HOSPITAL,GADUWA ESTATE ,C,PRO & HIGHER,OBSTETRICS & GYNAECOLOGY
90128879,NORTH CENTRAL,FCT,GWAGWALADA,TRAUMA AND MULTI SPECIALIST CENTRE,GROUND FLOOR TRAUMA CENTRE BUILDING UNIVERSITY OF ABUJA TEACHING HOSPITAL COMPOUND,D,PLUS & HIGHER,GENERAL MEDICINE
90128577,NORTH CENTRAL,FCT,GWARINPA,ULTRAMED HOSPITAL ,"NO 57 4TH AVENUE OPP PATHFIELD PLAZA, ADJACENT CHEMBIAN PLAZA GWARINPA",B,MAX & HIGHER,GENERAL MEDICINE
10028017,NORTH CENTRAL,FCT,WUSE 2,UNIQUE PHYSIOTHERAPY CLINIC FITNESS CENTRE,NO 124 ADETOKUNBO ADEMOLA CRESCENT WUSE 2,B,MAX & HIGHER,PHYSIOTHERAPY
5000074,NORTH CENTRAL,FCT,KUBWA,UNITY CLINICS,"PLOT D1, PHASE 2, GADO NASCO WAY, KUBWA",D,PLUS & HIGHER,OBSTETRICS & GYNAECOLOGY
90128012,NORTH CENTRAL,FCT,ABUJA,VECAD CLINIC," 4 UMUAHIA CLOSE, OFF EMEKA ANYAOKU STREET, AREA 11 GARKI, ABUJA.",D,PLUS & HIGHER,GENERAL MEDICINE
90128613,NORTH CENTRAL,FCT,GWARIMPA,VETTA EYE CLINIC,"PLOT 88, PA IMAODU STREET, RUBY CUBE MALL, BESIDE H MEDIX, 3RD AVENUE, GWARINPA",D,PLUS & HIGHER,OPTICAL
90128756,NORTH CENTRAL,FCT,GWARIMPA,VIEWPOINT HOSPITAL,"NO. 4, SUNDAY AWONIYI STREET, ROAD 114, OFF 1ST AVENUE, GWARINPA. ABUJA",B,MAX & HIGHER,GENERAL MEDICINE
90128468,NORTH CENTRAL,FCT,KUBWA,VINCA HOSPITAL,"12 REMKOM STREET, OFF ARAB ROAD, BEHIND NNPC FILLING STATION",B,MAX & HIGHER,GENERAL MEDICINE
4000258,NORTH CENTRAL,FCT,WUSE,VISION 24 EYE CLINIC ,"214 ADETOKUNBO ADEMOLA CRES, WUSE, ABUJA",B,MAX & HIGHER,OPTICAL
4000274,NORTH CENTRAL,FCT,GARKI,VISION EXPERTS EYE CLINIC PH,"PLOT 14 AHMADU BELLO WAY, 24 AGUATA CL, GARKI, ABUJA",B,MAX & HIGHER,OPTICAL
,NORTH CENTRAL,FCT,KUJE,WHITEDOVE HOSPITAL,"GENERAL HOSPITAL ROAD, KUJE, ABUJA",D,PLUS & HIGHER,GENERAL MEDICINE
90128115,NORTH CENTRAL,FCT,LUGBE,ZAMAN CLINIC & MATERNITY LTD,"NO 25 ROAD 21, BABANGIDA ROAD PHASE 1 LUGBE",C,PRO & HIGHER,GENERAL MEDICINE
90128906,NORTH EAST,FCT,MABUSHI,ZHAHIR HOSPITAL AND DIAGNOSTIC CENTER,"PLOT 916, CADASTRAL ZONE B6, DIVISIONAL POLICE HEADQUARTERS MABUSHI, ABUJA",D,PLUS & HIGHER,GENERAL MEDICINE
45028131,NORTH CENTRAL,FCT,DUTSE ALHAJI,ZIKAS DENTAL STUDIO,BLUESCOPE INTERNATIONAL HOSPITAL BEHIND RANOL STATION BWAN EXPRESS ROAD POWER LINE BUS STOP DUTSE ABUJA,D,PLUS & HIGHER,DENTAL
91228027,NORTH CENTRAL,FCT,GWARIMPA,ZIMAH EYE CARE LIMITED,"SUITE 209, PALL MALL, BESIDE VOLCANO PEAK COURT",D,PLUS & HIGHER,DENTAL
90128646,NORTH CENTRAL,FCT,GARKI,ZITEL EYE CLINIC LTD,GARKI OLD MODEL MARKET,D,PLUS & HIGHER,OPTICAL
90129289,NORTH EAST,GOMBE,FUNAKAYE,ANNUR MEDICAL CENTER ASHAKA,NO.1 STREET ANG ALHERI ASHAKA,D,PLUS & HIGHER,GENERAL MEDICINE
45028065,NORTH EAST,GOMBE,GOMBE,AVANT GART DENTAL CLINIC,"NYAGHAM ZUMA ANNEX PLAZA, ADJACENT HABU MU'AZU JUMA'AT MOSQUE, GOMBE",D,PLUS & HIGHER,DENTAL
90128339,NORTH EAST,GOMBE,GOMBE,DANJOLA MEDICAL CENTRE,"ALONG GOMBE, POTISKUM RD, BAJOGA",D,PLUS & HIGHER,GENERAL MEDICINE
90128340,NORTH EAST,GOMBE,GOMBE,DOMA HOSPITAL,NO 5 COMMERCIAL AREA GOMBE,E,PLUS MINI,GENERAL MEDICINE
6500055,NORTH EAST,GOMBE,GOMBE,FEDERAL TEACHING HOSPITAL GOMBE,"GOMBE, ALONG KANO ROAD",D,PLUS & HIGHER,GENERAL MEDICINE
90128348,NORTH EAST,GOMBE,GOMBE,HASKE CONSULTANT HOSPITAL,"MUSA SHEHU RD, BESIDE NUNU INTERNATIONAL SCHOOL",D,PLUS & HIGHER,GENERAL MEDICINE
90128240,NORTH EAST,GOMBE,GOMBE,MADI MEMORIAL HOSPITAL,"TUMFURE INVESTMENT ESTATE, GOMBE",E,PLUS MINI,GENERAL MEDICINE
90128260,NORTH EAST,GOMBE,GOMBE,METRO CONSULTANCY CLINIC,"GOODLUCK EBELE JONATHAN ROAD, GOMBE",E,PLUS MINI,GENERAL MEDICINE
7000332,NORTH EAST,GOMBE,GOMBE,MIYETTI HOSPITAL,"DUKKU ROAD, FEDERAL LOW COST ROAD",D,PLUS & HIGHER,GENERAL MEDICINE
6000120,NORTH EAST,GOMBE,GOMBE,MUSABA HOSPITAL,DUKU ROAD GOMBE,D,PLUS & HIGHER,GENERAL MEDICINE
40028089,NORTH EAST,GOMBE,GOMBE,ONMAC HEALTHCARE SERVICES,"25 GOODLUCK JONATHAN ROAD, NEAR MTN OFFICE, BUBA SHONG, GOMBE",D,PLUS & HIGHER,OPTICAL
7000142,NORTH EAST,GOMBE,GOMBE,SABANA SPECIALIST HOSPITAL,"FEDERAL LOW COST, GOMBE",E,PLUS MINI,GENERAL MEDICINE
90128349,NORTH EAST,GOMBE,GOMBE,YARMA MEMORIAL HOSPITAL,BUBA SHONGO QUARTERS GOMBE,D,PLUS & HIGHER,GENERAL MEDICINE
36028010,SOUTH EAST,IMO,OWERRI,BEACON HEALTH DIAGNOSTICS ,"14, MUSA YARADUA DRIVE, WORLD BANK, BESIDE EVERYDAY SUPERMARKET, OWERRI, IMO STATE",D,PLUS & HIGHER,DIAGNOSTICS
7000457,SOUTH EAST,IMO,MGBIDI,BENIC HOSPITAL & MAT. ,"3, UMUMUMBA RD, OFF ORLU JUNCTION",D,PLUS & HIGHER,GENERAL MEDICINE
4000006,SOUTH EAST,IMO,OWERRI,CAMELA EYE CENTRE,"126, OKIGWE RD",B,MAX & HIGHER,OPTICAL
4000006,SOUTH EAST,IMO,OWERRI,CAMELA EYE CENTRE,"FEDERAL MORTGAGE BANK PREMISES, 2 TETLOW RD, OWERRI",D,PLUS & HIGHER,OPTICAL
90128173,SOUTH EAST,IMO,OWERRI,CHINYERE HOSPITAL,14B ONUMONU STREET,D,PLUS & HIGHER,GENERAL MEDICINE
40028054,SOUTH EAST,IMO,OWERRI,CONTINENTAL EYE AND GEN. HOSPITAL (NIGER OPTICAL),"18 ALAENYI STREET, OWERRI",D,PLUS & HIGHER,OPTICAL
90428002,SOUTH EAST,IMO,OWERRI,CRADLE CHILDREN AND MUM SPECIALIST HOSPITAL,"17 UWAZURIKE STREET, OFF OJUKWU MEMORIAL LIBRARY, AREA H, NEW OWERRI",D,PLUS & HIGHER,GENERAL MEDICINE
45028075,SOUTH EAST,IMO,OWERRI,D DENTIST PLACE,"30 ORLU ROAD, AMADRAFT BUS STOP, AMAKOHIA OWERRI ",D,PLUS & HIGHER,DENTAL
90129038,SOUTH EAST,IMO,OWERRI,EMENIKE HOSPITAL,"123, NAZE ROUNDABOUT, OPP. MTN OWERRI, IMO STATE",B,MAX & HIGHER,GENERAL MEDICINE
4000021,SOUTH EAST,IMO,OWERRI,EYEMASTERS ,"INSIDE PRICELESS SUPERMARKET, PLOT C9 OKIGWE ROAD, BY ORJI FLYOVER, OWERRI",D,PLUS & HIGHER,OPTICAL
90128605,SOUTH EAST,IMO,OWERRI,EZEM MEDICAL CENTRE,2 OSUJI STREET OWERRI,E,PLUS MINI,GENERAL MEDICINE
90128739,SOUTH EAST,IMO,OWERRI,FIRST CONCEPTS HOSPITAL,PLOT 105 IKENEGBU LAYOUT,D,PLUS & HIGHER,GENERAL MEDICINE
7000291,SOUTH EAST,IMO,OWERRI,IKENEGBU HOSPITAL MATERNITY AND LABORATORY,"PLOTS 11/13 PAT AMADI CRESCENT OFF OKIGWE ROAD LAYOUT, OWERRI",D,PLUS & HIGHER,GENERAL MEDICINE
35028021,SOUTH EAST,IMO,OWERRI,IMAGE DIAGNOSTICS,"10, NINO DIAMOND STREET, BESIDE LIFEGATE HOSPITAL, WORKS LAYOUT, OWERRI",D,PLUS & HIGHER,DIAGNOSTICS
36028011,SOUTH EAST,IMO,OWERRI,LINK MEDICAL DIAGNOSTICS AND RESEARCH LABORATORIES,"19 WORLD BANK ROAD, ADJACENT HAVEN SUITES HOTEL ",D,PLUS & HIGHER,DIAGNOSTICS
90128446,SOUTH EAST,IMO,OWERRI,MARK OF GLORY SPECIALIST HOSPITAL,"30, MCC ROAD, BETWEEN ITC AND TRACAS PARKS, OWERRI, IMO STATE.",D,PLUS & HIGHER,GENERAL MEDICINE
90128869,SOUTH EAST,IMO,OWERRI,MEDICAL CITY HOSPITAL,"EGBU-AWAKA ROAD, OWERRI, IMO STATE",C,PRO & HIGHER,GENERAL MEDICINE
40028077,SOUTH EAST,IMO,OWERRI,NIGER OPTICAL SERVICES,119 WETHERAL ROAD,D,PLUS & HIGHER,OPTICAL
7000273,SOUTH EAST,IMO,OWERRI,SALVATION HOSPITAL,"38, MCC/URATTA ROAD",B,MAX & HIGHER,GENERAL MEDICINE
40028075,SOUTH EAST,IMO,OWERRI,SHEERAH VISION EYE CLINIC,1 UMEZ ERONINI STREET IKENEGBU LAYOUT,D,PLUS & HIGHER,OPTICAL
40028025,SOUTH EAST,IMO,MBAISE,SILVERSPRING EYE CLINIC,"GROUND FLOOR, DONAGAP PLAZA, BY TRANSFORMER AFTER PARK, AHIAZU MBAISE",D,PLUS & HIGHER,OPTICAL
40028025,SOUTH EAST,IMO,OWERRI,SILVERSPRING EYE CLINIC,"PLOT 12,IKENEGBU EXTENSION, OFF MCC ROAD BY LODAN BUS STOP,OPPOSITE LODAN HOTELS,OWERRI",D,PLUS & HIGHER,OPTICAL
45028012,SOUTH EAST,IMO,OWERRI,ST DAVID HOSPITALS,"14, MBARI STREET, IKENEGBU, LAYOUT",D,PLUS & HIGHER,GENERAL MEDICINE
90128015,SOUTH EAST,IMO,OKIGWE,ST MARY'S CHILDREN AND COMMUNITY HOSPITAL,"KM 3 HOSPITAL ROAD, UMUOWA, ORLU",D,PLUS & HIGHER,GENERAL MEDICINE
7000842,SOUTH EAST,IMO,OWERRI,THE CHAPEL GROUP SPECIALIST AND MATERNITY,"23 MBARI RD, IKENEGBU LAYOUT, OWERRI",D,PLUS & HIGHER,GENERAL MEDICINE
4000210,SOUTH EAST,IMO,OWERRI,UMEZURIKE HOSPITAL,"21/23 UMEZURIKE STREET, OWERRI, IMO STATE.",D,PLUS & HIGHER,GENERAL MEDICINE
90128079,NORTH WEST,JIGAWA,DUTSE,ALBARKA CLINICS,"BEHIND INUWA DUTSE ESTATE,DUTSE",D,PLUS & HIGHER,GENERAL MEDICINE
90128203,NORTH WEST,JIGAWA,DUTSE,FEDERAL MEDICAL CENTRE BIRNIN KUDU ,"BIRNIN-KUDU, DUTSE",D,PLUS & HIGHER,GENERAL MEDICINE
90128970,NORTH WEST,JIGAWA,GUMEL,FRAHA HOSPITAL,MAIGARI ROAD GUMEL ,D,PLUS & HIGHER,GENERAL MEDICINE
90128868,NORTH WEST,JIGAWA,DUTSE,FREE-CARE MULTICLINICS,OFF HAKIMI STREET NEAR NEW GALADIMA HOUSE DUTSE,E,PLUS MINI,GENERAL MEDICINE
90128905,NORTH WEST,JIGAWA,HADEJIA,JIBO RAHAMA CLINIC AND PHARMACEUTICAL SERVICES,DOGON BENI GRA OPP CIVIL DEFENCE HADEJIA JIGAWA STATE,D,PLUS & HIGHER,GENERAL MEDICINE
90128528,NORTH WEST,JIGAWA,DUTSE,RASHEED SHEKONI SPECIALIST HOSPITAL,DANMASARA DUTSE JIGAWA STATE,D,PLUS & HIGHER,GENERAL MEDICINE
7000648,NORTH WEST,JIGAWA,DUTSE,SAMBO HOSPITAL LIMITED,RES 19 OFF MAIMALARI WAY BEHIND GOVERNMENT HOUSE TAKUR ADUA,D,PLUS & HIGHER,GENERAL MEDICINE
90128480,NORTH WEST,KADUNA,KADUNA,44 NIGERIAN ARMY REFERENCE HOSPITAL,44 NIGERIAN ARMY REFERENCE HOSPITAL SOKOTO ROAD,E,PLUS MINI,GENERAL MEDICINE
7000055,NORTH WEST,KADUNA,KAKURI,ABI CLINICS AND HOSPITAL,"RD. S/CRES, KAKURI, KADUNA",C,PRO & HIGHER,GENERAL MEDICINE
6500043,NORTH WEST,KADUNA,KADUNA,ALBA CLINIC,25 CONSTITUTION RD,D,PLUS & HIGHER,GENERAL MEDICINE
7000876,NORTH WEST,KADUNA,ZARIA,ALMADINA HOSPITAL,"28 QUEEN ELIZABETH ROAD, GRA ZARIA",D,PLUS & HIGHER,GENERAL MEDICINE
90128350,NORTH WEST,KADUNA,KADUNA,AMINA HOSPITAL,"47, GWARI AVENUE",D,PLUS & HIGHER,GENERAL MEDICINE
90128351,NORTH WEST,KADUNA,KADUNA,ANNA-KITCH MEDICAL CENTRE,"15, WUSASA ROAD",C,PRO & HIGHER,GENERAL MEDICINE
90128352,NORTH WEST,KADUNA,KADUNA,AN-NUR SPECIALIST HOSPITAL,"SABON GIDA, KADUNA",D,PLUS & HIGHER,GENERAL MEDICINE
6800002,NORTH WEST,KADUNA,KADUNA,ASHMED SPECIALIST HOSPITAL,"33, POWER PLANT ROAD, AGWA, KUDENDA, KADUNA",E,PLUS MINI,GENERAL MEDICINE
6800002,NORTH WEST,KADUNA,KADUNA,ASHMED SPECIALIST HOSPITAL,"33, POWER PLANT ROAD, AGWA, KUDENDA, KADUNA",E,PLUS MINI,OPTICAL
6800002,NORTH WEST,KADUNA,GAMJI,ASHMED SPECIALIST HOSPITAL - GAMJI,"NO. 5 SWIMMING POOL ROAD BY GAMJI GATE, KADUNA",D,PLUS & HIGHER,GENERAL MEDICINE
6800002,NORTH WEST,KADUNA,KAWO,ASHMED SPECIALIST HOSPITAL - KAWO,"NO16B RAFIN GUZA ROAD, KAWO GRA BESIDE BEIJING SCHOOL, KADUNA.",D,PLUS & HIGHER,GENERAL MEDICINE
6800002,NORTH WEST,KADUNA,ZARIA,ASHMED SPECIALIST HOSPITAL - ZARIA,"NO.2 ALWAU CLOSE, OFF CIRCULAR ROAD, GRA, ZARIA.",D,PLUS & HIGHER,GENERAL MEDICINE
7000456,NORTH WEST,KADUNA,KADUNA,BELMONT SPECIALIST HOSPITAL,"NNAKADA ROAD, UNGWAN MUNCHI, KADUNA",D,PLUS & HIGHER,GENERAL MEDICINE
7000235,NORTH WEST,KADUNA,KADUNA,CHASEL HOSPITAL,"N0 15 ISA KAITA ROAD, UNGWAN SARKI GRA KADUNA",B,MAX & HIGHER,GENERAL MEDICINE
45028101,NORTH WEST,KADUNA,KADUNA,CONTEMPORARY DENTAL CLINIC,"SUITE 6, THIRD FLOOR NNDC MALL, KADUNA",B,MAX & HIGHER,DENTAL
7000239,NORTH WEST,KADUNA,KADUNA,COVENANT HOSPITAL AND MATERNITY,"A U 6 BENIN STREET, KANO ROAD",C,PRO & HIGHER,GENERAL MEDICINE
90128624,NORTH WEST,KADUNA,CHIKUN,DANGIWA MEMORIAL HOSPITAL,BY NORUIN GUEST HOUSE M/RIDO. OPPOSITE DENCY FILLING STATION. KADUNA,D,PLUS & HIGHER,GENERAL MEDICINE
90128353,NORTH WEST,KADUNA,KADUNA,DAY CRYSTAL CLINIC & MATERNITY,"6A, MAKERA ROAD, KAKURI, KADUNA SOUTH, KADUNA",C,PRO & HIGHER,GENERAL MEDICINE
20028004,NORTH WEST,KADUNA,KADUNA,DIALOGUE LABORATORY,"60 TAFAWA BALEWA ROAD, KABALA COASTAIN, KADUNA",D,PLUS & HIGHER,DIAGNOSTICS
20028004,NORTH WEST,KADUNA,KADUNA,DIALOGUE SPECIALIST CLINIC,"NO. 2, KUDAN RD, U/DOSA KADUNA. NO. 14A ISA KAITA RD, KADUNA",D,PLUS & HIGHER,GENERAL MEDICINE
90128885,NORTH WEST,KADUNA,LERE,DRAKMORAK SPECIALIST CLINIC AND MEDICAL CENTRE,"SABO HANYA, HANYAN BAUCHI, BEFORE AL-HUFFAZZ ACADEMY, SAMINAKA, LERE LGA, KADUNA STATE",D,PLUS & HIGHER,GENERAL MEDICINE
6800009,NORTH WEST,KADUNA,KADUNA,EPSILON SPECIALIST HOSPITAL LIMITED,"PLOT 34, GONGOLA STREET, OFF CHALAWA CRESCENT, BARNAWA",D,PLUS & HIGHER,GENERAL MEDICINE
90128599,NORTH WEST,KADUNA,KADUNA NORTH,FARIS HOSPITAL,1-4 SWIMMING POOL ROAD GAMJI GATE KADUNA,D,PLUS & HIGHER,GENERAL MEDICINE
7000510,NORTH WEST,KADUNA,KADUNA,FIRSTCARE MULTI SPEC. HOSPITAL,"ES 29, JUNCTION ROAD, BY STATION ROUNDABOUT; KADUNA SOUTH, KADUNA.",D,PLUS & HIGHER,GENERAL MEDICINE
5000021,NORTH WEST,KADUNA,KADUNA,FOUNTAIN HOSP & MATERNITY,13 COMMUNITY BANK ROAD PRP BUS STOP U/SANUSI,D,PLUS & HIGHER,GENERAL MEDICINE
90128531,NORTH WEST,KADUNA,KADUNA,FRONTIER CONSULTANTS CLINICS LTD,"3 ROCK ROAD, OFF RABAH ROAD, MALALI, KADUNA",D,PLUS & HIGHER,GENERAL MEDICINE
7000514,NORTH WEST,KADUNA,KADUNA,GARDEN CITY HOSPITAL,1 SAMI SAMBO AVENUE OFF ALKALI ROAD,C,PRO & HIGHER,GENERAL MEDICINE
6800038,NORTH WEST,KADUNA,KADUNA,GARKUWA HOSPITAL,1A SULTAN ROAD,C,PRO & HIGHER,GENERAL MEDICINE
4000028,NORTH WEST,KADUNA,KADUNA,GARNET CLINIC,"MANDO, 30 MSHELIA STREET, OF NECO JUNCTION, MANDO RD, 800283, KADUNA",D,PLUS & HIGHER,GENERAL MEDICINE
7000274,NORTH WEST,KADUNA,KADUNA,GILTOOE ARIS HOSPITAL,"3 BARNAWA CLOSE ,BARNAWA",C,PRO & HIGHER,GENERAL MEDICINE
90128148,NORTH WEST,KADUNA,KADUNA,GIWA HOSPITAL,"2, GIWA RD, ABAKPA",D,PLUS & HIGHER,GENERAL MEDICINE
4000146,NORTH WEST,KADUNA,KADUNA,GOLDVISION EYE CLINIC                                      ,"HAMZENT BUILDING NO. 22/26 PARK ROAD, BESIDE FIDELITY BANK, PZ 810221, ZARIA OPP. FEDEX ARMY DEPOT JUNCTION",D,PLUS & HIGHER,OPTICAL
,NORTH WEST,KADUNA,KADUNA,GRACELAND HAGWOP HOSPITAL,"26 YAHAYA RD, UNGWAN MUNCHI , KADUNA",D,PLUS & HIGHER,GENERAL MEDICINE
90128355,NORTH WEST,KADUNA,ZARIA,HANWA RAHAMA CLINIC AND MATERNITY,"GRA EXTENSION, ZARIA",D,PLUS & HIGHER,GENERAL MEDICINE
7000280,NORTH WEST,KADUNA,KADUNA,HARMONY HOSPITAL,"38 NUHU ALIYU CRESCENT, BARNAWA G.R.A",D,PLUS & HIGHER,GENERAL MEDICINE
6800045,NORTH WEST,KADUNA,KABALA COSTAIN,HOREB SPECIALIST HOSPITAL,"7/8 UF ROAD, OFF CONSTITUTION ROAD",C,PRO & HIGHER,GENERAL MEDICINE
4500119,NORTH WEST,KADUNA,KADUNA,IBIDAVE DENTAL CLINIC,HH7 FATIMA PLAZA KATSINA STREET BY ABEOKUTA ROAD KADUNA,D,PLUS & HIGHER,DENTAL
7000539,NORTH WEST,KADUNA,GWARI,IYALI HOSPITAL AND MATERNITY,7 KAGARA CLOSE OFF GWARI CRESCENT,D,PLUS & HIGHER,GENERAL MEDICINE
