CODE,ZONE,STATE,TOWN,PROVIDER,ADDRESS,CAT,PLAN,SPECIALTY
7000062,SOUTH EAST,ABIA,OBINGWA,ALPHA INLAND HOSPITAL,36 GLASS INDUSTRY ROAD,D,ALL PLANS ,GENERAL MEDICINE
40028153,SOUTH EAST,ABIA,UMUAHIA,ANYA EYE CLINIC,"30, OHAFIA STREET,UMUAHIA",D,ALL PLANS,OPTICAL
9010037,SOUTH EAST,ABIA,UMUAHIA,BLOSSOMS WOMEN AND FAMILY SPECIALIST HOSPITAL,"5, JUSTICE OBISIKE CRESCENT, OFF FINBARRS ROAD",A+,MAGNUM,GENERAL MEDICINE
90128177,SOUTH EAST,ABIA,ABA,CARE FOUNDATION HOSPITAL,"15 NWOSU STREET, ABIA EKEOHA SHOPPING PLAZA",D,ALL PLANS ,GENERAL MEDICINE
90128176,SOUTH EAST,ABIA,ABA,CHINWENDU HOSPITAL,44A ABA OWERRI ROAD UMUNGASI ABA,D,ALL PLANS ,GENERAL MEDICINE
90128197,SOUTH EAST,ABIA,ABA,CHRIST THE KING HOSPITAL,"3/4, CHRIST THE KING CLOSE, OFF ABA – OWERRI ROAD",D,ALL PLANS ,GENERAL MEDICINE
90128288,SOUTH EAST,ABIA,UMUAHIA,CHUKWUEBUKA HOSPITAL,"50 SCHOOL ROAD, UMUAHIA",D,ALL PLANS ,GENERAL MEDICINE
36028179,SOUTH EAST,ABIA,ABA,E-CLINIC AND DIAGNOSTICS LTD,"7, FACTORY ROAD BY EZIUKWU JUNCTION, ABA, ABIA STATE",C,PRO & HIGHER,GENERAL MEDICINE
7000252,SOUTH EAST,ABIA,ABA,EKEOMA SPECIALIST HOSPITAL                                 ,15 SCOTLAND CRESCENT OFF CONSTITUTION ROAD,D,ALL PLANS ,GENERAL MEDICINE
90128180,SOUTH EAST,ABIA,ABA,EMBASSY EYE HOSPITAL,59C AHIABA UMUEZE ROAD OPPOSITE ABSUTH GATE,D,ALL PLANS,OPTICAL
4000224,SOUTH EAST,ABIA,ABA,EXCEL GLOBAL EYE CLINIC,"22 TENANT ROAD, ABA",D,ALL PLANS ,OPTICAL
90128710,SOUTH EAST,ABIA,ABA,EXTRAVAGANT GRACE CHILDREN CLINIC,"115, MCC ROAD ABA",D,ALL PLANS ,GENERAL MEDICINE
6800122,SOUTH EAST,ABIA,UMUAHIA,FEDERAL MEDICAL CENTER UMUAHIA,"ABA ROAD, OPPOSITE GT BANK UMUOBASI UMUAHIA",D,ALL PLANS ,GENERAL MEDICINE
40028034,SOUTH EAST,ABIA,UMUAHIA SOUTH ,GRASON EYE CLINIC,"13, KADUNA STREET, BY OKIGWE ROAD, UMUAHIA, ABIA STATE.",D,ALL PLANS ,OPTICAL
7000763,SOUTH EAST,ABIA,ABA,IHUNNAYA SPECIALIST HOSPITAL,"DANPET AVENUE OFF 190 ABA OWERRI ROAD, ABA              ",D,ALL PLANS ,GENERAL MEDICINE
90128758,SOUTH EAST,ABIA,ABA NORTH,KAHABIRI SPECIALIST CLINIC AND MATERNITY,"NO. 10 IKONNE ROAD OFF 33 UMUOLA ROAD, ABA",D,ALL PLANS ,GENERAL MEDICINE
40028105,SOUTH EAST,ABIA,OSISIOMA,LA VISION CRIB EYE CLINIC,"STAR PAPER MILL, UMUOCHAM RD, ABA, NIGERIA",D,ALL PLANS ,OPTICAL
90128289,SOUTH EAST,ABIA,ABA SOUTH ,LIFE CARE CLINIC LTD. (ABA),"8, EZINKWU STREET, UMUNGASI, ABA, ABIA STATE",D,ALL PLANS ,GENERAL MEDICINE
7000320,SOUTH EAST,ABIA,ABA,LIVING WORD MISSION HOSPITAL,"7, UMUOCHAM RD, OFF ABA-OWERRI RD",D,ALL PLANS,GENERAL MEDICINE
7000564,SOUTH EAST,ABIA,UMUAHIA,MADONNA CATHOLIC HOSPITAL,"ABA RD, UMUAHIA",D,ALL PLANS,GENERAL MEDICINE
7000650,SOUTH EAST,ABIA,ABA,MENDEL HOSPITAL,20 TENANT ROAD,D,ALL PLANS,GENERAL MEDICINE
90128127,SOUTH EAST,ABIA,ABA,NEW ERA SPECIALIST HOSPITAL LTD,"213/215 EZIKIWE ROAD, ABA, ABIA, NIGERIA",D,ALL PLANS,GENERAL MEDICINE
40028037,SOUTH EAST,ABIA,ABA,NOSCO EYE HOSPITAL,"OSISIOMA INDUSTRY LAYOUT, ABA",D,ALL PLANS ,OPTICAL
5000053,SOUTH EAST,ABIA,UMUAHIA,OBIOMA HOSPITAL,"21, SCHOOL RD",D,ALL PLANS ,GENERAL MEDICINE
90128698,SOUTH EAST,ABIA,OSISIOMA,ORIBIS HOSPITAL,"ORIBIS HOSPITAL, UMUOJIMA ROAD, ABA, NIGERIA",D,ALL PLANS ,GENERAL MEDICINE
4000263,SOUTH EAST,ABIA,UMUAHIA,PARTAKERS EYE CLINIC,"NO 19, SCHOOL ROAD, UMUAHIA",D,ALL PLANS ,OPTICAL
45028069,SOUTH EAST,ABIA,ABA,PERFECT SMILE DENTAL CLINIC,291 ABA-OWERRI ROAD,D,ALL PLANS ,DENTAL
90128276,SOUTH EAST,ABIA,ABA,ROMALEX HOSPITAL ABA,"45UMUIMO ROAD, ABA",D,ALL PLANS,GENERAL MEDICINE
7000141,SOUTH EAST,ABIA,ABA,ROSEVINE HOSPITAL,71/73 ABA OWERRI RD UMUNGASI ABA,D,ALL PLANS ,GENERAL MEDICINE
7000786,SOUTH EAST,ABIA,ABA,SIMEONE HOSPITAL LIMITED,"2/4 ABAGANA STREET, OFF 156 ABA- OWERRI ROAD, OPP EJINAKA BUS STOP, UMUOCHA, ABA",D,ALL PLANS ,GENERAL MEDICINE
7000660,SOUTH EAST,ABIA,ABA,SPRING CLINIC,"18, SCOTLAND CRESCENT",D,ALL PLANS ,GENERAL MEDICINE
90128268,SOUTH EAST,ABIA,UMUAHIA,ST. VINCENT HOSPITAL UMUAHIA ,9 TIMBER ROAD,D,ALL PLANS ,GENERAL MEDICINE
90128538,SOUTH EAST,ABIA,ABA,THE NAZARETH CLINIC,57 POUND ROAD ABA,D,ALL PLANS,GENERAL MEDICINE
90128278,SOUTH EAST,ABIA,ABA SOUTH ,TODAC CLINIC,"61, OKIGWE ROAD, ABA, ABIA STATE.",D,ALL PLANS ,GENERAL MEDICINE
4000209,SOUTH EAST,ABIA,UMUAHIA,TRUVISION EYE CARE CENTRE,"54 MACAULAY STREET, UMUAHIA",D,ALL PLANS ,OPTICAL
40028116,SOUTH EAST,ABIA,ABA SOUTH ,UGAD EYE CLINIC,"UGAD EYE CLINIC, MARKET ROAD, ABA, NIGERIA",D,ALL PLANS ,OPTICAL
40028038,SOUTH EAST,ABIA,ABA,ZENITH EYE CLINIC,71/73 ABA OWERRI RD UMUNGASI ABA,D,ALL PLANS ,OPTICAL
90128832,NORTH EAST,ADAMAWA,YOLA ,ABSOLUTE CARE CONSULTANT CLINIC,OPPOSITE YUKUBEN HOTEL ARMY BARRACK ROAD JIMETA,D,ALL PLANS ,GENERAL MEDICINE
35028005,NORTH EAST,ADAMAWA,JIMETA-YOLA,AGAPE HEALTH LABORATORY,"NO. 234, BLOCK 1, NUMAN ROAD OPPOSITE CUSTOM HOUSE",D,ALL PLANS ,GENERAL MEDICINE
7000721,NORTH EAST,ADAMAWA,MUBI NORTH,BAFA SPECIALIST CLINIC MUBI,"NO 3 EMIR ROAD, LOKUWA",D,ALL PLANS ,GENERAL MEDICINE
40028100,NORTH EAST,ADAMAWA,YOLA NORTH,BEACON EYE AND MEDICAL CONSULT LTD ,"1B ESTATE CIRCLE, BEKAJI ESTATE, JIMETA-YOLA, ADAMAWA",D,ALL PLANS ,OPTICAL
,NORTH EAST,ADAMAWA,MUBI NORTH,BISHOP T COTTER MEMORIAL HEALTH CENTRE,19 DAZALA MUBI NORTH LOCAL GOVERNMENT ADAMAWA,D,ALL PLANS,GENERAL MEDICINE
90128192,NORTH EAST,ADAMAWA,YOLA,DAAMA SPECIALIST HOSPITAL,JIMETA YOLA,D,ALL PLANS,GENERAL MEDICINE
45028082,NORTH EAST,ADAMAWA,MUBI NORTH,DENTAL GENERAL HOSPITAL MUBI,GENERAL HOSPITAL MUBI ADAMAWA STATE. ,D,ALL PLANS,GENERAL MEDICINE
6800128,NORTH EAST,ADAMAWA,YOLA ,FEDERAL MEDICAL CENTER YOLA,"YOLA BYE - PASS RD, MADUMARI",B,MAX & HIGHER,GENERAL MEDICINE
91228066,NORTH EAST,ADAMAWA,YOLA NORTH,FRIENDSHIP EYE CARE CLINIC LTD,ALONG ARMY BARRACKS ROAD JIMETA YOLA,D,PRO & HIGHER,OPTICAL
36028119,NORTH EAST,ADAMAWA,YOLA NORTH,GRANULAR LABORATORY AND DIAGNOSTICS,"1B ESTATE GRILE, BEKAJI ESTATE, JIMETA-YOLA, ADAMAWA STATE",D,ALL PLANS,DIAGNOSTICS
90128848,NORTH EAST,ADAMAWA,YOLA NORTH,KAUNA IBJ SPECIALIST HOSPITAL,"N0.3 HOUSPITAL ROAD, JIMETA-YOLA, ADAMAWA STATE.",D,ALL PLANS,GENERAL MEDICINE
90128803,NORTH EAST,ADAMAWA,DEMSA,LCCN HEALTH CENTRE DEMSA,KM 1 OFF YOLA NUMAN ROAD DEMSA,D,ALL PLANS ,GENERAL MEDICINE
90128294,NORTH EAST,ADAMAWA,YOLA,MEDDY PRIVATE CLINIC ,"NO8, KANO, STREET OPPOSITE SCHOOL OF NURSING YOLA TOWN",D,ALL PLANS ,GENERAL MEDICINE
7000588,NORTH EAST,ADAMAWA,JIMETA-YOLA,NEW BOSHANG HOSPITAL,"NGURORE STREET KAREWA EXTENSION, JIMETA, YOLA",D,ALL PLANS ,GENERAL MEDICINE
7000590,NORTH EAST,ADAMAWA,YOLA,NEW LIFE HOSPITAL,MUBI ADAMAWA STATE ,D,ALL PLANS ,GENERAL MEDICINE
90128818,NORTH EAST,ADAMAWA,MUBI NORTH,NJAAH MEMORIAL HOSPIATL ,"ARMY BARACKS,MUBI ROAD",D,ALL PLANS,GENERAL MEDICINE
4500126,NORTH EAST,ADAMAWA,YOLA,PEACE DENTAL CLINIC,"BISHOP STREET, OPP. PEACE HOSPITAL, YOLA",D,ALL PLANS,DENTAL
7000364,NORTH EAST,ADAMAWA,YOLA,PEACE HOSPITAL,2 LUGGERE STREET YOLA,D,ALL PLANS ,GENERAL MEDICINE
90129235,NORTH EAST,ADAMAWA,YOLA SOUTH,RAISA CLINIC AND MATERNITY,NO.1 WAZIRI BABBA LAWAN STREET OFF CHIROMA STREET ,D,ALL PLANS,GENERAL MEDICINE
90128902,NORTH EAST,ADAMAWA,MICHIKA,TAMAWA CLINIC AND MATERNITY,YASKULE MICHIKA ADAMAWA STATE,D,ALL PLANS ,GENERAL MEDICINE
6800139,NORTH EAST,ADAMAWA,JIMETA,THE FREEDOM POLY CLINIC,9B HOSPITAL ROAD,D,ALL PLANS ,GENERAL MEDICINE
6800139,NORTH EAST,ADAMAWA,YOLA,THE FREEDOM POLY CLINIC,"22 CONSTITUTION CRESCENT ABA, YOLA, ADAMAWA STATE NIGERIA",D,ALL PLANS ,GENERAL MEDICINE
90128913,NORTH EAST,ADAMAWA,GOMBI,TRUST MEDICAL CENTRE,ANGWAN FARASAN,D,ALL PLANS,GENERAL MEDICINE
7000441,SOUTH SOUTH,AKWA IBOM,UYO,ALMA CLINICS & SURGERY,"15/18 AFIA STR, UYO",D,ALL PLANS ,GENERAL MEDICINE
40028121,SOUTH SOUTH,AKWA IBOM,UYO,ALPHA VISION INTERNATIONAL EYE CENTRE,"2 UDOSEN UKO STREET, OFF NWANIBA ROAD OPPOSITE POLARS BANK",D,ALL PLANS ,OPTICAL
36028013,SOUTH SOUTH,AKWA IBOM,UYO,AMEX DIAGNOSTICS AND GENOMICS,"8A AKA OBOT IDIM ROAD, OPPOSITE SACRED HEART CATHOLIC CHURCH",D,ALL PLANS ,DIAGNOSTICS
30028012,SOUTH SOUTH,AKWA IBOM,UYO,BEACONHEALTH DIAGNOSTICS,"NO 2 ,IBOKETTE CRESCENT,OFF AKA ROAD, BY IBB ROUNDABOUT ,OPPOSITE WEMA BANK, UYO, AKWA-IBOM",D,ALL PLANS ,DIAGNOSTICS
90129144,SOUTH SOUTH,AKWA IBOM,UYO,BERNICE MEMORIAL SPECIALIST CLINIC,"7, EBONG BASSEY CLOSE, OFF ITA OBOHO, OSONGAMA, UYO",D,PRO & HIGHER,GENERAL MEDICINE
90128983,SOUTH SOUTH,AKWA IBOM,UYO,BLUE GLOVES HOSPITAL ,"2, SYLVANUS OKON STREET, OFF EDETK AKOAN AVENUE, UYO",D,ALL PLANS,GENERAL MEDICINE
4000257,SOUTH SOUTH,AKWA IBOM,UYO,CEE JAY VISION CENTRE,"7 EKPO OBOT STREET, UYO",D,ALL PLANS,OPTICAL
36028002,SOUTH SOUTH,AKWA IBOM,UYO,CLENO HEALTH DIAGNOSTICS,259A OBJ WAY UYO,B,MAX & HIGHER,DIAGNOSTICS
7000481,SOUTH SOUTH,AKWA IBOM,EKET,COZAR SPECIALIST HOSPITAL,"6, MAIN ROAD STR, OFF HOSPITAL ROAD, EKET",D,ALL PLANS,GENERAL MEDICINE
40028039,SOUTH SOUTH,AKWA IBOM,EKET,CRISP VISION EYE CLINIC,"23B UQUA RD, EKET",D,ALL PLANS,OPTICAL
90128670,SOUTH SOUTH,AKWA IBOM,ITU,DIAMOND-HANDS MEDICAL SERVICES,NO. 3 CHURCH ROAD ITU,D,ALL PLANS ,GENERAL MEDICINE
90129013,SOUTH SOUTH,AKWA IBOM,ETIM -EKPO,DIVINE LOVE CATHOLIC HOSPITAL,"UTU IKOT IMONTE, ETIM EKPO, AKWA IBOM",D,ALL PLANS,GENERAL MEDICINE
7000492,SOUTH SOUTH,AKWA IBOM,UYO,DOMINGO SPECIALIST HOSPITAL,"PLOT 9, UNIT E, BEN UDOH STR, EWET HOUSING ESTATE",B,MAX & HIGHER,GENERAL MEDICINE
90128671,SOUTH SOUTH,AKWA IBOM,UYO,DYME HOSPITAL AND MATERNITY,10 EDEM URUA STREET,D,ALL PLANS ,GENERAL MEDICINE
90128667,SOUTH SOUTH,AKWA IBOM,IKOT ABASI,ENOOBONG MEMORIAL MEDICAL SERVICES,13 IBOM POWER COMPANY ROAD,D,ALL PLANS ,GENERAL MEDICINE
7000863,SOUTH SOUTH,AKWA IBOM,UYO,ENWONGO ABASI MEDICAL CENTRE LIMITED,"40A ROBERT ST, UYO",D,ALL PLANS ,GENERAL MEDICINE
40028040,SOUTH SOUTH,AKWA IBOM,IKOT EKPENE,EVERGREEN MEDICAL CENTRE,"4, OTONG RD",D,ALL PLANS,GENERAL MEDICINE
90128963,SOUTH SOUTH,AKWA IBOM,UYO,FULCARE HOSPITAL,"15B EKPANYA STREET, UYO",D,ALL PLANS ,GENERAL MEDICINE
90128132,SOUTH SOUTH,AKWA IBOM,UYO,GOOD HEALTH SPECIALIST CLINIC,"30 AKPA UBE LANE, OFF AKA ROAD, UYO",D,ALL PLANS ,GENERAL MEDICINE
4000298,SOUTH SOUTH,AKWA IBOM,UYO,HEPHZIBAH EYE UYO,"287 ORON ROAD, ITIAM BUS STOP (BESIDE FORTE OIL) UYO, AKWA IBOM.",B,MAX & HIGHER,OPTICAL
30028006,SOUTH SOUTH,AKWA IBOM,UYO,IMAGE DIAGNOSTICS UYO,"OFF NO 4 OBIO IMOH STREET ,BY AKA ROAD",D,ALL PLANS,DIAGNOSTICS
90128085,SOUTH SOUTH,AKWA IBOM,UYO,JECONIAH SPECIALIST HOSPITAL,"APOSTOLIC ROAD, BEHIND BANKING LAYOUT, OFF UDO UDOMA AVENUE",B,MAX & HIGHER,GENERAL MEDICINE
90129016,SOUTH SOUTH,AKWA IBOM,UYO,MAINLAND CLINIC AND HOSPITAL ,"7, ANDY UMANA LANE, OFF AKA ROAD, UYO",D,ALL PLANS,GENERAL MEDICINE
4000099,SOUTH SOUTH,AKWA IBOM,UYO,MAJESTY HOSPITAL AND EYE CLINIC,"60 WELLINGTON BASSEY WAY, UYO",D,ALL PLANS,GENERAL MEDICINE
90128666,SOUTH SOUTH,AKWA IBOM,UYO,MEDIQUES PLUS BY MEADOW HALL,"PLOT 22, UNIT H EWET HOUSING ESTATE(BEN UDO STREET)",B,MAX & HIGHER,GENERAL MEDICINE
90128179,SOUTH SOUTH,AKWA IBOM,EKET,MENDITH DENTAL SURGERY,29B AFAHA EKET ROAD,D,ALL PLANS ,DENTAL
90128621,SOUTH SOUTH,AKWA IBOM,ABAK,MERCY HOSPITAL AKWA IBOM,"REV. FATHER CANICE EKPO 95 HOSPITAL ROAD ABAK. AKWA-IBOM AKW, UYO",D,ALL PLANS ,GENERAL MEDICINE
90128290,SOUTH SOUTH,AKWA IBOM,UYO,MFONABASI MEDICAL CENTER,"10, GIBBS STREET, UYO, AKWA-IBOM STATE",D,ALL PLANS ,GENERAL MEDICINE
90128290,SOUTH SOUTH,AKWA IBOM,UYO,MFONABASI MEDICAL CENTER,NO 8 EBONG ESSIEN STREET UYO AKWA-IBOM,D,ALL PLANS,GENERAL MEDICINE
90428003,SOUTH SOUTH,AKWA IBOM,UYO,NEDEKE CHILDRENS HOSPITAL,34 UDO EKPO MKPO,D,ALL PLANS ,GENERAL MEDICINE
90128140,SOUTH SOUTH,AKWA IBOM,EKET,NDUYE MEDICAL SERVICES,29 EKPENE UKPA STREET,D,ALL PLANS ,GENERAL MEDICINE
90128087,SOUTH SOUTH,AKWA IBOM,UYO,NEON HEALTH SERVICES LTD,"PLOT 132, UNIT A, EWET HOUSING ESTATE, UYO",D,ALL PLANS ,GENERAL MEDICINE
90128661,SOUTH SOUTH,AKWA IBOM,UYO,OMEGA FORTUNE DIAGNOSTICS AND CLINICS,"2 UDOSEN UKO STREET, OFF NWANIBA ROAD OPPOSITE POLARS BANK",D,ALL PLANS,GENERAL MEDICINE
90128682,SOUTH SOUTH,AKWA IBOM,UYO,PETALICE MEDICAL CENTRE,NO 5 MARICKSON HOSPITAL WAY ITIAM ,D,ALL PLANS,GENERAL MEDICINE
90128979,SOUTH SOUTH,AKWA IBOM,EKET,PINNACLE MEDICAL CENTRE,"20, EKPENE UKPA AVENUE, OPP. MINISTRY OF WORKS, EKET",D,ALL PLANS,GENERAL MEDICINE
90128979,SOUTH SOUTH,AKWA IBOM,UYO,PINNACLE MEDICAL CENTRE ,"10, QUALITY CERAMIC ROAD, AFAHA OBONG, ITAM, UYO",D,ALL PLANS,GENERAL MEDICINE
6000163,SOUTH SOUTH,AKWA IBOM,UYO,PREMIER MEDICAL SERVICES,3 HIGH TENSION LANE,C,PRO & HIGHER,GENERAL MEDICINE
45028058,SOUTH SOUTH,AKWA IBOM,UYO,PRINZLY DENTAL SURGERY,"1 ATIKU ABUBAKAR AVENUE, UYO",D,ALL PLANS ,DENTAL
90128291,SOUTH SOUTH,AKWA IBOM,ORON,PRISCON CLINICS LTD,OKPOYO CRESCENT / 37 STREAM ROAD,D,ALL PLANS ,GENERAL MEDICINE
7000862,SOUTH SOUTH,AKWA IBOM,EKET,ROMIVIC SPECIALISTS HOSPITAL LTD,18 ISONG UDOITO STREET,D,ALL PLANS ,GENERAL MEDICINE
90128880,SOUTH SOUTH,AKWA IBOM,UYO,SAGLOPHIL SPECIALIST HOSPITAL,C-10 EWET HOUSING EXTENSION UYO,D,ALL PLANS,GENERAL MEDICINE
7000847,SOUTH SOUTH,AKWA IBOM,EKET,SAMARITAN CLINIC / HOSPITAL," 7 EKONG UKO STREET, EKET",B,MAX & HIGHER,GENERAL MEDICINE
90128681,SOUTH SOUTH,AKWA IBOM,UYO,SAN DOMINIQUE HOSPITAL,"PLOT3, UNITY G EWEWT HOUSING ESTATE ",D,ALL PLANS ,GENERAL MEDICINE
90128681,SOUTH SOUTH,AKWA IBOM,UYO,SAN DOMINIQUE HOSPITAL,"PLOT 3, UNIT G, EWET HOUSING ESTATE",D,ALL PLANS ,GENERAL MEDICINE
90128131,SOUTH SOUTH,AKWA IBOM,UYO,SHELTERD SPECIALIST HOSPITAL,467 ORON ROAD,D,ALL PLANS ,GENERAL MEDICINE
4500165,SOUTH SOUTH,AKWA IBOM,UYO,SMILE WELL DENTAL CLINIC LIMITED,"NO 405 ORON ROAD, BY DAN BASSEY STREET MBIABONG UYO",C,PRO & HIGHER,DENTAL
4000280,SOUTH SOUTH,AKWA IBOM,UYO,SOTERIA EYE CLINIC UYO,IBOM TROPICANA ENTERTAINMENT CENTRE UYO,C,PRO & HIGHER,OPTICAL
45028121,SOUTH SOUTH,AKWA IBOM,UYO,SOZO DUNAMIS DENTAL,"45, URUAN STREET, UYO, AKWA IBOM",D,ALL PLANS ,DENTAL
7000665,SOUTH SOUTH,AKWA IBOM,UYO,ST ATHANASIUS HOSPITAL LIMITED,"1, UFEH STREET, FEDERAL HOSUSING ESTATE, ABAK ROAD",D,ALL PLANS ,GENERAL MEDICINE
90128521,SOUTH SOUTH,AKWA IBOM,UYO,UWAKMFON SPECIALST CLNICS,27 NWANIBA ROAD,C,PRO & HIGHER,GENERAL MEDICINE
40028027,SOUTH SOUTH,AKWA IBOM,UYO,ZERAH INT'L EYE HOSPITAL,"NO. 14 OBONG STREET & OFF IBB WAY, 520241, UYO",C,PRO & HIGHER,OPTICAL
7000725,SOUTH SOUTH,AKWA IBOM,UYO,ZITADEL MEDICALS AND DIAGNOSTICS,60 OSONGAMA ESTATE,D,ALL PLANS ,GENERAL MEDICINE
90128224,SOUTH SOUTH,AKWA IBOM,UYO,ZOE CONSULTANTS HOSPITAL,"33, ENWE STREET, OFF UDOUMANA STREET, UYO, AKWA IBOM STATE.",D,ALL PLANS ,GENERAL MEDICINE
90128155,SOUTH EAST,ANAMBRA,ONITSHA,BEX MEMORIAL HOSPITAL,2 BEX AVENUE OFF KM1 OWERRI ROAD,D,ALL PLANS ,GENERAL MEDICINE
90128293,SOUTH EAST,ANAMBRA,NNEWISOUTH ,CHIZARAM HOSPITAL AND MATERNITY LTD,"12, ONWUKA STREET, OKPUNO-EGBU, UMUDIN, NNEWI, ANAMBRA STATE.",D,ALL PLANS ,GENERAL MEDICINE
90128733,SOUTH EAST,ANAMBRA,ONITSHA,CHRIST THE KING SPECIALIST AND CHILDREN HOSPITAL,"NO. 30 ZIKS AVENUE FEGGE, ONITSHA",D,ALL PLANS ,GENERAL MEDICINE
30028002,SOUTH EAST,ANAMBRA,AWKA,CLINIX HEALTHCARE,"AROMA JUNCTION, ALONG EKWUEME SQUARE ROAD, OFF ENUGU-ONITSHA EXPRESS WAY",D,ALL PLANS ,DIAGNOSTICS
40028041,SOUTH EAST,ANAMBRA,AWKA,CREDIBLE EYECARE AWKA,"7 ONWURAH ST, AWKA, NIGERIA",D,ALL PLANS ,OPTICAL
,SOUTH EAST,ANAMBRA,AWADA-OBOSI,CRESCENT DIAGNOSTICS,39 EZEIWEKA ROAD BY NEW PAGE FILLING STATION(OKPALAJI BUS STOP) AWADA-OBOSI,D,ALL PLANS ,DIAGNOSTICS
,SOUTH EAST,ANAMBRA,ONITSHA,CRESCENT DIAGNOSTICS,"CRESCENT PLACE, PLOT 6 NIGER DRIVE GRA ONITSHA",D,ALL PLANS ,DIAGNOSTICS
90128672,SOUTH EAST,ANAMBRA,NKPOR,CROWN HOSPITAL,ALONG NKPOR UMUOJI CLOSE TO EKE-NKPOR,D,ALL PLANS ,GENERAL MEDICINE
90128199,SOUTH EAST,ANAMBRA,NNEWI,EKENE SPECIALIST HOSPITAL ,EUGENE ONWUGHALU ROAD ,D,ALL PLANS ,GENERAL MEDICINE
90128770,SOUTH EAST,ANAMBRA,AWKA,ELDORADO MULTISPECIALIST HOSPITAL,"3 ONYEALI STREET, NODU OKPUNO BEHIND CENTRAL BANK EXPRESS AWKA",D,ALL PLANS ,GENERAL MEDICINE
40028042,SOUTH EAST,ANAMBRA,ONITSHA,FAITH EYE CLINIC,"100 UPPER NEW MARKET RD, CITY CENTRE",D,ALL PLANS ,OPTICAL
7000095,SOUTH EAST,ANAMBRA,AWKA,HARMONY SPECIALIST HOSPITAL,"5, OROGBU STR",D,ALL PLANS ,GENERAL MEDICINE
40028023,SOUTH EAST,ANAMBRA,AWKA,HEPHZIBAH EYE CLINIC ANAMBRA,40 HIGH COURT ROAD BY AWKA,D,ALL PLANS ,OPTICAL
6500068,SOUTH EAST,ANAMBRA,AWKA,IFEBI MEDICAL CENTER,"16A IGWEBUIKE SCHOOL ROAD, AWKA",D,ALL PLANS ,GENERAL MEDICINE
6800052,SOUTH EAST,ANAMBRA,ONITSHA,KANAYO SPECIALIST HOSPITAL,17 ENUGU ROAD,C,PRO & HIGHER,GENERAL MEDICINE
7000735,SOUTH EAST,ANAMBRA,OGBARU,KINGSKIDD HOSPITAL AND WOMEN'S CENTRE,"NO. 38 GMO RD, NKUTAKU, OGBARU",D,ALL PLANS ,GENERAL MEDICINE
7000031,SOUTH EAST,ANAMBRA,AWKA,LIFE INTERNATIONAL HOSPITAL,ZIK AVENUE,A,PROMAX & HIGHER,GENERAL MEDICINE
6800058,SOUTH EAST,ANAMBRA,NNEWI,LIFE SPECIALIST HOSPITAL,"7 IKEMBA DRIVE, UMUDIM, NNEWI",D,ALL PLANS ,GENERAL MEDICINE
9010030,SOUTH EAST,ANAMBRA,ONITSHA,MERCY SPECIALIST HOSPITAL AND MATERNITY,"4A NEW AMERICAN ROAD, ONITSHA",D,ALL PLANS ,GENERAL MEDICINE
4000156,SOUTH EAST,ANAMBRA,NNEWI,NIGER OPTICAL SERVICES,NO 8 OWERRI ROAD NNEWI  ANAMBRA STATE,D,ALL PLANS ,OPTICAL
4000156,SOUTH EAST,ANAMBRA,ONITSHA,NIGER OPTICAL SERVICES CO.NIG LTD,NO 160 OGUTA ROAD ONITSHA ANAMBRA STATE,D,ALL PLANS ,OPTICAL
40028043,SOUTH EAST,ANAMBRA,ONITSHA,NOSCO EYE HOSPITAL,152 NIGER BRIDGE APPROACH ROAD ,D,ALL PLANS ,OPTICAL
90128210,SOUTH EAST,ANAMBRA,IHIALA ,OUR LADY OF LOURDES HOSPITAL,"UMUADOBIHI EZIANI IHIALA, ANAMBRA",D,ALL PLANS ,GENERAL MEDICINE
90128295,SOUTH EAST,ANAMBRA,AWKASOUTH ,PRIME SPECIALIST HOSPITAL,"3, PRIME HOSPITAL ROAD, NEW FRIENDS ESTATE, BEHIND SAMMY SPARKLE, AWKA, ANAMBRA",D,ALL PLANS ,GENERAL MEDICINE
90128024,SOUTH EAST,ANAMBRA,AWKA,ROCK FOUNDATION HOSPITAL,"4 IGWEBUIKE ROAD BEHIND NITEL,AWKA",D,ALL PLANS ,GENERAL MEDICINE
90128453,SOUTH EAST,ANAMBRA,ONITSHA,ROCKVILLE HOSPITAL & DIAGNOSTICS,"24B, COURT ROAD, ONITSHA, ANAMBRA STATE",C,PRO & HIGHER,GENERAL MEDICINE
7000150,SOUTH EAST,ANAMBRA,ONITSHA,ST CHARLES BORROMEO HOSPITAL,LIMCA ROAD ONITSHA,D,ALL PLANS ,GENERAL MEDICINE
90128296,SOUTH EAST,ANAMBRA,AWKA,"SYNAPSE OAK CENTER, AKWA, ANAMBRA","HOUSE 4B, PITA EJIOFOR STREET, OFF ROAD 1, UDOKA HOUSING ESTATE, AWKA, ANAMBRA STATE",C,PRO & HIGHER,PSYCHIATRY
7000423,SOUTH EAST,ANAMBRA,ONITSHA,TORONTO HOSPITAL - ONITSHA,"2 UPPER NIGER BRIDGE ROAD, NIGER BRIDGE LAYOUT, ONITSHA",C,PRO & HIGHER,GENERAL MEDICINE
90128771,SOUTH EAST,ANAMBRA,NJIKOKA,URBAN HOSPITAL AND MATERNITY,"P. 0. BOX 415, ABAGANA AMAENYE",D,ALL PLANS ,GENERAL MEDICINE
