CODE,ZONE,STATE,TOWN,PROVIDER,ADDRESS,CAT,PLAN,SPECIALTY
90128484,SOUTH WEST,OGUN,IPERU,RUFINA CATHOLIC MEDICAL CENTRE,"80 ILISAN ROAD, IPREU-REMO",D,ALL PLANS ,GENERAL MEDICINE
7000380,SOUTH WEST,OGUN,ABEOKUTA,SACRED HEART HOSPITAL,"LANTORO, ABEOKUTA",D,ALL PLANS ,GENERAL MEDICINE
40028010,SOUTH WEST,OGUN,ABEOKUTA,SCORPIO VISION EYE CLINIC ABEOKUTA,"47, OLUSEGUN OSOBA ROAD, OKE-ILEWO, ABEOKUTA",C,PRO & HIGHER,OPTICAL
36028100,SOUTH WEST,OGUN,SAGAMU,SENTIENT DIAGNOSTICS,"9 OGUNLESI STREET, MAKUN POLICE STATION",D,ALL PLANS ,DIAGNOSTICS
7000910,SOUTH WEST,OGUN,OTA,SHIRISH CLINIC,"102, JOJU ROAD, SANGO-OTTA",D,ALL PLANS ,GENERAL MEDICINE
45028046,SOUTH WEST,OGUN,OTA,SMILE PRIDE DENTAL CLINIC,"2, SOLANKE STREET, ODO-ERAN B/STOP BESIDE CITY HILL HOTEL, IYANA IYESI, OTA, OGUN STATE.",D,ALL PLANS ,DENTAL
91228098,SOUTH WEST,OGUN,IBAFO,SANADEX OPTICS,"5, ONIRORUN STREET, IPAMAKI OFF OPEYEMI ADENAYA STREET, IBAFO",     D,ALL PLANS ,OPTICAL
4000283,SOUTH WEST,OGUN,AGBARA,SPECMAKERS VISION AND EYE HEALTH CENTRE AGBARA,"SUIT 9, AGBARA SHOPPING MALL, KOROGBOJI, AGBARA",C,PRO & HIGHER,OPTICAL
90128139,SOUTH WEST,OGUN,MOWE,SPRINGHILL HOSPITAL, 19 OLONUNSOGO ESTATE IGBOBI COMMUNITY MOWE,D,ALL PLANS ,GENERAL MEDICINE
90129074,SOUTH WEST,OGUN,IJEBU-ODE,SPRINGMED HOSPITAL OGUN,"3, ALESE STREET OFF MOLIPA EXPRESS, IJEBU-ODE",D,ALL PLANS ,GENERAL MEDICINE
90128953,SOUTH WEST,OGUN,IBAFO,SPRINGSWORTH SPECIALIST HOSPITAL,"1 IFEDAPO AVENUE, OPP ASCON ROAD, ASCON BUS STOP, LAGOS-IBADAN EXPRESSWAY",D,ALL PLANS ,GENERAL MEDICINE
90128546,SOUTH WEST,OGUN,IJEBU-ODE,"ST LUKE'S SPECIALIST HOSPITAL, IJEBU ODE","13, PRINCE ADEMOLA DADA DRIVE, IJEBU ODE, OGUN STATE.",B,MAX & HIGHER,GENERAL MEDICINE
7000681,SOUTH WEST,OGUN,SANGO OTA,ST SHILOH MEDICAL CENTRE,"2 POPOOLA STREET, IGBALA BUS STOP OFF LAGOS ABEOKUTA MOTOR ROAD",D,ALL PLANS ,GENERAL MEDICINE
91228033,SOUTH WEST,OGUN,IJEBU-ODE,STEKSONS EYE CLINIC,"NO 32 OSHINUBI STREET, IJEBU-ODE, OPPOSITE ST ANTHONY'S NURSERY AND PRIMARY SCHOOL, IGBEBA",D,ALL PLANS ,OPTICAL
90128692,SOUTH WEST,OGUN,NEW MAKUN,STRATEGIC INSIGHT HEALTHCARE,"KM 53755 LAGOS-IBADAN EXPRESSWAY (HALF WAY BETWEEN REDEEMEDCAMP AND SAGAMU BRIDGE INTERCHANGE), NEW MAKUN CITY",A+,MAGNUM,GENERAL MEDICINE
3500010,SOUTH WEST,OGUN,SAGAMU,"SYNLAB 137A AKARIGBO ROAD, IJOKU, SAGAMU","137A AKARIGBO ROAD, IJOKU, SAGAMU",C,PRO & HIGHER,LABORATORY
90129220,SOUTH WEST,OGUN,OKE-ARO,STRONG TOWER HOSPITAL,"100, AGBADO ROADO, GIWA OKE ARO, OGUN STATE",D,ALL PLANS ,GENERAL MEDICINE
3500010,SOUTH WEST,OGUN,ABEOKUTA,"SYNLAB BAYUS COMPLEX, OLABISI ONABANJO WAY, ABEOKUTA","BAYUS COMPLEX, OLABISI ONABANJO WAY, IDI-ABA, 110211, ABEOKUTA",C,PRO & HIGHER,LABORATORY
90129037,SOUTH WEST,OGUN,AKUTE,TENDALIFE SPECIALIST HOSPITAL,"10, MUBARAK AVENUE, MUBARAK BUS STOP, ALAGBOLE-AKUTE",D,ALL PLANS ,GENERAL MEDICINE
7000698,SOUTH WEST,OGUN,MOWE,THE REAL CURE HOSPITAL,"OFADA OWODE ROAD, OPPOSITE GABSOL SCHOOL, MOWE",C,PRO & HIGHER,GENERAL MEDICINE
85028027,SOUTH WEST,OGUN,ABEOKUTA,UNION DIAGNOSTICS AND CLINICAL SERVICES PLC,"37, NAWAR-UR-DEEN, ISABO ROAD, OPPOSITE REVEREND KUTI GRAMMAR SCHOOL",D,ALL PLANS ,DIAGNOSTICS
4000268,SOUTH WEST,OGUN,MOWE,VISIONNEX SPECIALIST CLINIC - MOWE,"3, OMU AROGUN JUNCTION , MOWE OFADA ROAD, MOWE , OGUN STATE.",C,PRO & HIGHER,OPTICAL
90128422,SOUTH WEST,ONDO,IDANRE,ARIF MEDICAL CENTRE,"1, SABO MARKET, ORE",C,PRO & HIGHER,GENERAL MEDICINE
80028014,SOUTH WEST,ONDO,OWO,BLUEPRINT SPECIALIST CLINIC,"3, FALODUN AVENUE, OKE OGUN-OWO, ONDO STATE.",D,ALL PLANS ,GENERAL MEDICINE
4000128,SOUTH WEST,ONDO,AKURE,BRITAVIEW EYE CLINIC,"102A HOSPITAL ROAD, AKURE",D,ALL PLANS ,OPTICAL
7000075,SOUTH WEST,ONDO,ONDO,CHRIST HOSPITAL ,ADEYEMI COLLEGE ROAD,D,ALL PLANS ,GENERAL MEDICINE
90128470,SOUTH WEST,ONDO,AKURE,CHRISTBAY CONSULTANTS  ,"GOFAMINT ROAD, WESCO ESTATE, FUTA NORTH GATE ROAD",D,ALL PLANS ,GENERAL MEDICINE
90128470,SOUTH WEST,ONDO,ONDO,CHRISTBAY CONSULTANTS HOSPITAL,"STATELINE HOTEL ROAD, FUTA SOUTH GATE AKURE ONDO STATE,FEDERAL UNIVERSITY OF TECH",D,ALL PLANS ,GENERAL MEDICINE
90129007,SOUTH WEST,ONDO,AKURE,DEBORAH MULTISPECIALIST HOSPITAL AND DIAGNOSTICS CENTRE,"KM 10, OBA-ILE OWODE ALONG AKURE OWO EXPRESSWAY BY PRESTON INT'L SCH, AKURE",D,ALL PLANS ,GENERAL MEDICINE
6800037,SOUTH WEST,ONDO,AKURE,FIRST MERCY SPECIALIST HOSPITAL,"19C,GBOGI STREET,OFF OYEMEKUN ROAD,",B,MAX & HIGHER,GENERAL MEDICINE
91228100,SOUTH WEST,ONDO,AKURE,HIS APPLE EYE CLINIC,"63A,OYEMEKUN ROAD, ST PETERS BUS-STOP OPP. STARLET/CRUNCHES",D,ALL PLANS ,OPTICAL
45028031,SOUTH WEST,ONDO,AKURE,LIKKYS DENTAL CLINIC,"NO 5,EKITI AVENUE, IJAPO ESTATE AKURE, ONDO STATE",D,ALL PLANS ,DENTAL
7000581,SOUTH WEST,ONDO,ONDO,MMM CATHOLIC HOSPITAL,"ALONG ONDO, ORE ROAD",D,ALL PLANS ,GENERAL MEDICINE
6800070,SOUTH WEST,ONDO,AKURE,MOMAAK SPECIALIST HOSPITAL,"ADENIYI ST, AKURE",D,ALL PLANS ,GENERAL MEDICINE
7000899,SOUTH WEST,ONDO,ONDO,NDUBUISI HOSPITAL,EPETIMEHIN CLOSE ONDO,D,ALL PLANS ,GENERAL MEDICINE
7000490,SOUTH WEST,ONDO,AKURE,NEW DAY MEDICAL CENTRE,"NO 9 OWO AVENUE, OPPOSITE BLISSWORLD HOTEL, IJAPO ESTATE, AKURE",D,ALL PLANS ,GENERAL MEDICINE
90128120,SOUTH WEST,ONDO,ORE,PIMA HOSPITAL,"63 OKITIPUPA ROAD, ORE",D,ALL PLANS ,GENERAL MEDICINE
90128081,SOUTH WEST,ONDO,AKURE,SIJUWADE SPECIALIST HOSPITAL,"SIJUWADE ROAD, AKURE, ONDO",D,ALL PLANS ,GENERAL MEDICINE
90128696,SOUTH WEST,ONDO,AKURE,ST JOHN AND MARY HOSPITAL,"NO 2 ADEBAYO ONI LANE, ISINKAN AKURE",C,PRO & HIGHER,GENERAL MEDICINE
90129090    ,SOUTH WEST,ONDO,AKURE,ST MICHAELS HOSPITAL ,"NO 40 DANJUMA STR, OFF ONDO ROAD",D,ALL PLANS ,GENERAL MEDICINE
90128692,SOUTH WEST,ONDO,AKURE,STRATEGIC INSIGHT HEALTHCARE,"HOUSE 6 ROAD 4 FERTILITY AND GYNAECOLOGY CENTRE PARLIAMENT ESTATE OFF IGBATORO ROAD, BEHIND SCHOOL OF NURSING ALAGBAKA AKURE  ",A+,MAGNUM,GENERAL MEDICINE
4000303,SOUTH WEST,ONDO,AKOKO ONDO,TEREBO OMOWETAN HOSPITAL,IKARE AKOKO,D,ALL PLANS ,GENERAL MEDICINE
,SOUTH WEST,ONDO,AKURE,TIM UNITY EYE CENTRE,OKE ORIRE CLOSE OPPOSITE FCMB OLUKAYODE OLAWTUYI ROAD AKURE,D,ALL PLANS ,OPTICAL
7000704,SOUTH WEST,ONDO,AKURE,TIM UNITY HOSPITAL,OKE ORIRE CLOSE OPPOSITE FCMB OLUKAYODE OLAWTUYI ROAD AKURE,D,ALL PLANS ,GENERAL MEDICINE
35128001,SOUTH WEST,ONDO,AKURE,UNION DIAGNOSTICS AND CLINICAL SERVICES PLC,"31, OLUWATUYI ROAD, OPP. KIKIOWO SHOPPING COMPLEX, ALONG STATE HOSPITAL ROAD",D,ALL PLANS ,DIAGNOSTICS
90129120,SOUTH WEST,ONDO,ONDO,UNIVERSITY OF MEDICAL SCIENCES TEACHING HOSPITAL,"LAJE ROAD, ONDO CITY, ONDO STATE",D,ALL PLANS ,OPTICAL
90129120,SOUTH WEST,ONDO,ONDO,UNIVERSITY OF MEDICAL SCIENCES TEACHING HOSPITAL,"LAJE ROAD, ONDO CITY, ONDO STATE",D,ALL PLANS ,DENTAL
90129120,SOUTH WEST,ONDO,ONDO,UNIVERSITY OF MEDICAL SCIENCES TEACHING HOSPITAL,"LAJE ROAD, ONDO CITY, ONDO STATE",D,ALL PLANS ,GENERAL MEDICINE
45028102,SOUTH WEST,ONDO,AKURE,QUEEN ELIZABETH DENTAL CLINIC,"18, OLUWATUYI ROAD, AKURE",D,ALL PLANS ,DENTAL
7000888,SOUTH WEST,OSUN,OSHOGBO,ADEBARE SPECIALIST HOSPITAL,GBONGAN ROAD BY FRSC HQ,D,ALL PLANS ,GENERAL MEDICINE
6800019,SOUTH WEST,OSUN,ILESHA,ADENLE MEMORIAL HOSPITAL,"FC 7 OKE AYESO STREET, ILESA",D,ALL PLANS ,GENERAL MEDICINE
90128088,SOUTH WEST,OSUN,IWO,ADESINA MEMORIAL CLINIC,"ADESINA CLOSE, LG TOWN PLANNING AREA, ODI ORI",D,ALL PLANS ,GENERAL MEDICINE
7000196,SOUTH WEST,OSUN,ILE-IFE,APEX MEDICAL CENTRE,"NO 133 IBADAN ROAD,BESIDE OAU CAMPUS GATE",D,ALL PLANS ,GENERAL MEDICINE
90128458,SOUTH WEST,OSUN,OSHOGBO,BEACONHEALTH DIAGNOSTICS,"57 LARO STR, BESIDE ATEWOGBEJA MEDICAL CENTRE, ISALE-OSUN",D,ALL PLANS ,GENERAL MEDICINE
90128726,SOUTH WEST,OSUN,ILESHA,BETHEL CITY CARE MEDICAL CENTRE,"OFF RAIMI OMOLE STREET, BEHIND NICE DAY HOTEL, IMO, ILESA, OSUN STATE",D,ALL PLANS ,GENERAL MEDICINE
90128891,SOUTH WEST,OSUN,OSHOGBO,EFETURI’S LIFELINE HOSPITAL,"BESIDE FAITH NURSERY & PRIMARY SCHOOL, OLORUNTEDO STREET, ALEKUWODO, OSOGBO ",D,ALL PLANS ,GENERAL MEDICINE
90128419,SOUTH WEST,OSUN,OSHOGBO,EMMANUEL MEDICAL CENTER,ZONE 5 OPPOSITE FIRST CLASS INTERNATIONAL SCHOOL UNITY ESTATE BEHIND CAPITAL HOTEL,D,ALL PLANS ,GENERAL MEDICINE
7000502,SOUTH WEST,OSUN,ILE-IFE,EMMANUEL SPECIALISTS HOSPITAL,"E27, OBAYEMI ADELEKE STREET, AGBOROGBORO LAYOUT,ORANFE, ILE-IFE",D,ALL PLANS ,GENERAL MEDICINE
90128090,SOUTH WEST,OSUN,IWO,IWO MEDICAL CENTRE,"ODO - ORI AREA, IWO. BESIDE CHIEF LAMBE HOUSE",D,ALL PLANS ,GENERAL MEDICINE
,SOUTH WEST,OSUN,,KADOYE MEDICAL CENTRE,,D,ALL PLANS ,GENERAL MEDICINE
90128091,SOUTH WEST,OSUN,IWO,KLM MUSLIM HOSPITAL,"OFF IWO-IBADAN EXPRESSWAY, IWO",D,ALL PLANS ,GENERAL MEDICINE
91228067,SOUTH WEST,OSUN,ILE-IFE,LIGHTHOUSE HOSPITAL AND EYE CARE CENTRE LTD,"5 TORO ROAD, OFF ONDO ROAD, MODAKEKE",D,ALL PLANS ,OPTICAL
90128465,SOUTH WEST,OSUN,ILESA,LIVING PETALS MEDICAL CENTRE,"V-75, FAJUBE CLOSE, KAJOLA STREET, IMO-ILESA, OSUN STATE.",D,ALL PLANS ,GENERAL MEDICINE
90128588,SOUTH WEST,OSUN,ADO-ODO,NOVAVIT HOSPITAL,"54 NOVAVIT STREET, PARAMOLE, KETU, LUSADA, ADO-ODO LOCAL GOVERNMENT",D,ALL PLANS ,GENERAL MEDICINE
7000902,SOUTH WEST,OSUN,OSHOGBO,ONWARD HOSPITAL,"AGUNBELEWO ILOBU ROAD, AGUNBELEWO, OSOGBO, OSUN, NIGERIA",D,ALL PLANS ,GENERAL MEDICINE
90128103,SOUTH WEST,OSUN,OSHOGBO,OSOGBO CENTRAL HOSPITAL,"ADJACENT NAWAR-UDEEN GRAMMAR SCHOOL, IBOKUN ROAD",D,ALL PLANS ,GENERAL MEDICINE
90128838,SOUTH WEST,OSUN,OSHOGBO,OUR LADY OF FATIMA CATHOLIC HOSPITAL,"9 ODI OLOWO STREET, JALEYEMI",D,ALL PLANS ,GENERAL MEDICINE
45028072,SOUTH WEST,OSUN,ILE-IFE,RIDGECREST DENTAL CLINIC LTD,"SUITE 12 ROT KAY MODERN SHOPPING PLAZA, OPPOSITE OAUTHC PHASE 1 GATE, ILE- IFE, OSUN STATE",D,ALL PLANS ,DENTAL
90128414,SOUTH WEST,OSUN,OSHOGBO,SP SPECIALIST (SAFE PARTURITION),"6 ADEMOLA ADESHINA STEET, BEHIND GOF SCHOOLS, OGO OLUWA",D,ALL PLANS ,GENERAL MEDICINE
7000661,SOUTH WEST,OSUN,OSHOGBO,SPRING HOPE SPECIALIST HOSPITAL,"SPRING HOUSE,OLD IKIRUN ROAD ,ADERIN OSOGBO",D,ALL PLANS ,GENERAL MEDICINE
3500010,SOUTH WEST,OSUN,ILE-IFE,"SYNLAB FAMOUS SHOPPING COMPLEX, IFE-ILESA ROAD, IFE","FAMOUS SHOPPING COMPLEX, OPPOSITE OAUTHC PHASE 2 GATE, IFE-ILESA ROAD",C,PRO & HIGHER,LABORATORY
85028022,SOUTH WEST,OSUN,OSHOGBO,UNION DIAGNOSTICS AND CLINICAL SERVICES PLC,"4C FAGBEWESA STREET, FORMER AGRIC BUILDING",D,ALL PLANS ,DIAGNOSTICS
90128520,SOUTH WEST,OSUN,IWO,VICTORY HOSPITAL,"VICTORY GARDENS, BODURIN IDOWU STREET,",D,ALL PLANS ,GENERAL MEDICINE
90128008,SOUTH WEST,OYO,OGBOMOSHO,ADEBAYO SPECIALIST HOSPITAL,"4 RANDA AREA, OPPOSITE AKALA'S HOUSE, OGBOMOSO",D,ALL PLANS ,GENERAL MEDICINE
90128411,SOUTH WEST,OYO,IBADAN,ADEOYE MEMORIAL HOSPITAL,"NW 4/183 GEORGE STREEET, IDI-ORO, EKOTEDO",D,ALL PLANS ,GENERAL MEDICINE
6000155,SOUTH WEST,OYO,IBADAN,AFRIGLOBAL MEDICARE LIMITED IBADAN,"NUCLEAR MEDICINE CENTRE, UCH INSIDE UCH-IBADANQUEEN ELIZABETH ROAD, IBADAN, OYO STATE",D,ALL PLANS ,DIAGNOSTICS
90129186,SOUTH WEST,OYO,IBADAN,AMEN HOUSTON HOSPITAL,"104, ALAFIN AVENUE, OLUYOLE, IBADAN",D,ALL PLANS ,GENERAL MEDICINE
70028002,SOUTH WEST,OYO,IBADAN,AYOKEMI MEDICAL CENTRE (JUNE HOSPITAL IBADAN),"NO 3 DEJO DAIRO STREET BEHIND TOTAL FILLING STATION,MONATA,IWO ROAD, IBADAN",D,ALL PLANS ,GENERAL MEDICINE
7000206,SOUTH WEST,OYO,IBADAN,BADEJOKO HOSPITAL,"484,OREMEJI/MOKOLA OPPOSITE PREMIER HOTEL JUNCTION",D,ALL PLANS ,GENERAL MEDICINE
7000210,SOUTH WEST,OYO,IBADAN,BANBY SPECIALIST HOSPITAL,"PLOT 11, BLOCK 42 AKOBO ESTATE, OLORUNDA",B,MAX & HIGHER,GENERAL MEDICINE
6500123,SOUTH WEST,OYO,SAKI,BAPTIST MEDICAL CENTRE SAKI,AJEGUNLE AREA,D,ALL PLANS ,GENERAL MEDICINE
90128457,SOUTH WEST,OYO,IBADAN,BEACONHEALTH DIAGNOSTICS,"1 C.S. OLA STR, OPP BOLDLINK LTD, RING ROAD",D,ALL PLANS ,DIAGNOSTICS
90128022,SOUTH WEST,OYO,IBADAN,BEATRICE MEDICAL CENTRE,"40, AJANGBOJU OPPOSITE ILE-BAALE, AKOBO AREA,IBADAN",D,ALL PLANS ,GENERAL MEDICINE
91228001,SOUTH WEST,OYO,IBADAN,BEST WESTERN HOSPITAL,"5, OYEBAMIJI STREET, WINNERS WAY, OPP. BASORUN MARKET",A+,MAGNUM,GENERAL MEDICINE
7000459,SOUTH WEST,OYO,IBADAN,BETHEL SPECIALIST HOSPITAL                                 ,"30, OYO ROAD, COCA COLA/OREMEJI AREA, AJIBADE BUS STOP, MOKOLA, IBADAN, OYO STATE",C,PRO & HIGHER,GASTROENTEROLOGY
90129061,SOUTH WEST,OYO,IBADAN,BISAN MEDICAL CENTRE,"3, IFESOWAPO CRESCENT BODIJA, ADULOJU BUS STOP",D,ALL PLANS ,GENERAL MEDICINE
9160004,SOUTH WEST,OYO,IBADAN,BODMED CLINIC AND NEUROLOGICAL CENTRE,NO 6 SARIYU ADEBISI STREET OFF AARE AVENUE NEW BODIJA,D,ALL PLANS ,GENERAL MEDICINE
7000228,SOUTH WEST,OYO,OGBOMOSHO,BOWEN TEACHING HOSPITAL                                    ,"PLOT 4, ILORIN – OGBOMOSO ROAD P. O. BOX 15,",C,PRO & HIGHER,GENERAL MEDICINE
45028005,SOUTH WEST,OYO,IBADAN,BOZID DENTAL,"SUITE S8,JOSBEED MALL, ASHI-BODIJA, IBADAN",A+,MAGNUM,DENTAL
90128138,SOUTH WEST,OYO,IBADAN,BROFAM HOSPITAL,"NO 1 ADELANI OKUNOLA CLOSE, OLOGUNERU",C,PRO & HIGHER,GENERAL MEDICINE
36028118,SOUTH WEST,OYO,IBADAN,CARE FRIENDS DIAGNOSTIC LIMITED,"NO 5, MORGAN STREET, BESIDE ONI AND SON HOSP, OPP. SHOPRITE IBADAN",D,ALL PLANS ,DIAGNOSTICS
3500007,SOUTH WEST,OYO,IBADAN,CLINA LANCET LABORATORIES IBADAN,"11, QUEEN ELIZEBETH II ROAD, MOKOLA, IBADAN, OYO STATE, NIGERIA",D,ALL PLANS ,LABORATORY
91228050,SOUTH WEST,OYO,IBADAN,CONAC OPTICAL NIG LTD,"SW8/1992 OKE ADO, IB IYANU ADEOYO",D,ALL PLANS ,OPTICAL
90128111,SOUTH WEST,OYO,IBADAN,CONTINENTAL MEDICAL CENTRE,"ENGINEER ADEBAJO OSHINBOWALE CLOSE, CHALLENGE",D,ALL PLANS ,GENERAL MEDICINE
90128713,SOUTH WEST,OYO,IBADAN,DOCTORS POLYCLINIC HOSPITAL AND MATERNITY,"12 AKINTOBA STREET, INSIDE DOCTOR'S POLYCLINIC, BEHIND AGBOWO SHOPPING COMPLEX, IBADAN, NIGERIA",A+,MAGNUM,GENERAL MEDICINE
7000494,SOUTH WEST,OYO,IBADAN,DORCAS SPECIALIST HOSPITAL,"ALAO AKALA RD, OPPOSITE NPG GARDEN, AKOBO, IBADAN",C,PRO & HIGHER,GENERAL MEDICINE
90128409,SOUTH WEST,OYO,IBADAN,DORJIL HOSPITAL AND MATERNITY CENTRE,"SW8/783, ABIDOGUN CLOSE POLICE POST MOLETE, IBADAN, OYO STATE.",D,ALL PLANS ,GENERAL MEDICINE
36028122,SOUTH WEST,OYO,IBADAN,EDJ HEALTHCARE DIAGNOSTICS,"20 OLUBADAN AVENUE, OLUYOLE",D,ALL PLANS ,DIAGNOSTICS
36028123,SOUTH WEST,OYO,IBADAN,EDJ HEALTHCARE DIAGNOSTICS,"15, OSUNKUNLE AVENUE, ADJACENT IBADAN CENTRAL HOSPITAL, HOLY TRINITY WAY, OLD IFE ROAD,IBADAN.",D,ALL PLANS ,DIAGNOSTICS
90128641,SOUTH WEST,OYO,IBADAN,EL-ROPHI HOSPITAL,"31 MKO ABIOLA WAY, RINGROAD CHALLENGE IBADAN				",D,ALL PLANS ,GENERAL MEDICINE
7000086,SOUTH WEST,OYO,ISEYIN,FAITH FOUNDATION HOSPITAL,"2, OKE-IHO RD",D,ALL PLANS ,GENERAL MEDICINE
7000268,SOUTH WEST,OYO,MOKOLA,FOREMOST BASE HOSPITAL,1 RUFAI STREET N6A/958A COCACOLA AREA,D,ALL PLANS ,GENERAL MEDICINE
9120006,SOUTH WEST,OYO,IBADAN,FORESIGHT SPECIALIST EYE CLINIC,14 AWOSIKA AVENUE OLD BODIJA,A,PROMAX & HIGHER,OPTICAL
4000116,SOUTH WEST,OYO,IBADAN,FULL VISION OPTOMETRY CLINIC,"NO 4 EGUNJEMI STREET, DUGBE ALAWO, BEHIND UBA REGIONAL OFFICE",D,ALL PLANS ,OPTICAL
40028117,SOUTH WEST,OYO,IBADAN,GFF EYE CLINIC AND OPTICAL SERVICES,"N6/484,OREMEJI B/STOP,PREMIER HOTEL JUNCTION,MOKOLA",B,MAX & HIGHER,OPTICAL
90128768,SOUTH WEST,OYO,IBADAN,GLORY MEDICAL CENTRE,"AJIGA FILLING STATION, OYO, NIGERIA",D,ALL PLANS ,GENERAL MEDICINE
7000782,SOUTH WEST,OYO,IBADAN,GOD'S KNOT HOSPITAL,"NEW ELEYELE RD, IBADAN",D,ALL PLANS ,GENERAL MEDICINE
,SOUTH WEST,OYO,IBADAN,GOODTIMES MEDICAL CENTRE,"7 ALAADUN CLOSE, BESIDE POSIT COLLEGE, ARULOGUN ROLAD, OJOO",D,ALL PLANS ,GENERAL MEDICINE
90129127,SOUTH WEST,OYO,IBADAN,GRACE HOME SPECIALIST HOSPITAL,"8, OYEGBAMI STREET,OFF OLORUNSOGO, FELELE, IBADAN",D,ALL PLANS ,GENERAL MEDICINE
6500160,SOUTH WEST,OYO,IBADAN,GROUP MEDICAL PRACTITIONERS SERVICES LTD,MOKOLA ROUND ABOUT IBADAN,D,ALL PLANS ,GENERAL MEDICINE
90128408,SOUTH WEST,OYO,IBADAN,HAMDALA HOSPITAL,TRANSFORMER BUS STOP AGBOWO U.I,D,ALL PLANS ,GENERAL MEDICINE
4000293,SOUTH WEST,OYO,IBADAN,HEPHZIBAH EYE ALAO AKALA,"SEFE PLAZA, OPP. CAR DEALERS ASSOCIATION OFFICE, ALONG ALAO-AKALA EXPRESSWAY, NEW GARAGE, IBADAN",D,ALL PLANS ,OPTICAL
4000293,SOUTH WEST,OYO,IBADAN,HEPHZIBAH EYE OLUYOLE,"HEPHZIBAH EYE CARE, ALAAFIN AVENUE OPPOSITE RHEMA CHAPEL, OLUYOLE ESTATE, IBADAN.",C,PRO & HIGHER,OPTICAL
7000283,SOUTH WEST,OYO,IBADAN,HIGHLAND SPECIALIST HOSPITAL,"88, ADEGOKE,ADELABU ROAD,YEMETU,ADEOYO HOSPITAL ROAD,IBADAN",C,PRO & HIGHER,GENERAL MEDICINE
90128407,SOUTH WEST,OYO,IBADAN,IREAYO DENTAL CLINIC,"BESIDE FORTE OIL BODIJA ROAD,IBADAN",C,PRO & HIGHER,DENTAL
7000106,SOUTH WEST,OYO,OGBOMOSHO,IRETI OLUWA HOSPITAL ,"KAJOLA SAW-MILL, APAKE, OGBOMOSHO",D,ALL PLANS ,GENERAL MEDICINE
4000197,SOUTH WEST,OYO,IBADAN,JOFFANY EYE CARE,"30, MKO ABIOLA WAY, RING ROAD, SOUTH WEST",C,PRO & HIGHER,OPTICAL
7000547,SOUTH WEST,OYO,IBADAN,J-RAPHA HOSPITAL & MATERNITY ,"NO 3 LADOKE AKINTOLA STREET, OFF AARE AVENUE, IBADAN ",D,ALL PLANS ,GENERAL MEDICINE
90128118,SOUTH WEST,OYO,IBADAN,JUBILEE HOSPITAL ,"1 SAMONDA BUSINESS COMPLEX SANGO IBADAN, IBADAN NORTH",D,ALL PLANS ,GENERAL MEDICINE
7000548,SOUTH WEST,OYO,IBADAN,KEJIDE SPECIALIST HOSPITAL,SW9/704A ELEWURA STREET CHALLENGE IBADAN,C,PRO & HIGHER,GENERAL MEDICINE
6500077,SOUTH WEST,OYO,IBADAN,LAD MEDICAL CENTRE,"1, LAD HOSPITAL STREET, ORITA CHALLENGE",D,ALL PLANS ,GENERAL MEDICINE
90128283,SOUTH WEST,OYO,OGBOMOSHO,LADUNTAN HOSPITAL,OKE-OBADARE OGBOMOSO,D,ALL PLANS ,GENERAL MEDICINE
6800055,SOUTH WEST,OYO,IBADAN,LANARK SPECIALIST HOSPITAL,8 WURAOLA ESAN CLOSE OFF NEW ADEOYO STATE HOSPITA ROAD RING ROAD IBADAN,D,ALL PLANS ,GENERAL MEDICINE
6000148,SOUTH WEST,OYO,IBADAN,ME CURE HEALTHCARE,"NO 5 AWOSIKA AVENUE,OLD BODIJA",D,ALL PLANS ,DIAGNOSTICS
4000200,SOUTH WEST,OYO,IBADAN,METRO EYES LIMITED 1,"1ST FLOOR, MR. BIGGS BUILDING, FAVOS B-STOP, BODIJA",C,PRO & HIGHER,OPTICAL
4000264,SOUTH WEST,OYO,IBADAN,METRO EYES LIMITED 2,"NO.1, IREPODUN CLOSE,OSOSAMI JUNCTION,RING ROAD IBADAN",C,PRO & HIGHER,OPTICAL
4000265,SOUTH WEST,OYO,IBADAN,METRO EYES LIMITED 3,"LEXYLAND TRADE CENTRE, OPPOSITE GENERAL GAS,AKOBO, IBADAN",C,PRO & HIGHER,OPTICAL
90128524,SOUTH WEST,OYO,IBADAN,MOBOLAJI HOSPITAL,"43, OBAFEMI AWOLOWO WAY, OKE BOLA, IBADAN,OYO STATE. IBADAN",D,ALL PLANS ,GENERAL MEDICINE
6800069,SOUTH WEST,OYO,IBADAN,MOLLY SPECIALIST HOSPITAL,"IDI-APE, IWO ROAD, IBADAN",C,PRO & HIGHER,GENERAL MEDICINE
6800069,SOUTH WEST,OYO,IBADAN,MOLLY SPECIALIST HOSPITAL ,"6, AMERICAN QUARTERS YIDI, AGODI GRA, OPPOSITE NICKDEL PRIVATE SCHOOL, IBADAN",C,PRO & HIGHER,GENERAL MEDICINE
6800069,SOUTH WEST,OYO,IBADAN,MOLLY SPECIALIST HOSPITAL ,"5 PAUL HENDRIK ROAD, OFF ARE AVENUE, BODIJA",C,PRO & HIGHER,GENERAL MEDICINE
90129196,SOUTH WEST,OYO,IBADAN,MONTANA HOSPITAL,"7, KAJEGBO STREET, OPP. CHICKEN REPUBLIC, ELEWURA BUS STOP CHALLENGE",D,ALL PLANS ,GENERAL MEDICINE
