total_claims,unique_members,Amt Paid_total,Amt Paid_mean,Amt Paid_median,Units Paid_total,Units Paid_mean,Units Paid_median
73647,1613,619306943.9208,8409.12656212473,3000.0,1876255.3299999998,25.47633073988078,1.0
