total_claims,unique_members,Amt Paid_total,Amt Paid_mean,Amt Paid_median,Units Paid_total,Units Paid_mean,Units Paid_median
28326,1038,185970839.6433,6565.375967072654,3000.0,825592.7,29.146109581303396,1.0
