total_claims,unique_members,Amt Paid_total,Amt Paid_mean,Amt Paid_median,Units Paid_total,Units Paid_mean,Units Paid_median
262645,9559,826066265.1969999,3145.181767012507,1500.0,2654695.63,16.749185347356732,1.0
