total_claims,unique_members,Amt Paid_total,Amt Paid_mean,Amt Paid_median,Units Paid_total,Units Paid_mean,Units Paid_median
37078,1828,233561211.31359997,6299.185805965801,2500.0,10665490,287.65008900156425,1.0
