Provider,claim_count,Amt Paid_total,Units Paid_total
Divine Dental Home VI,37,697850.0,150.0
Garki Hospital,36,228502.0,200.0
BT HEALTH AND DIAGNOSTICS CENTER,36,611090.0,35.0
Toronto Hospital                                            ,36,121647.98,268.0
Dental And Maxillofacial Surgery,36,337000.0,62.0
Divine Grace Healing Stripes Hospital,36,64111.9,0.0
ALL SOULS INFIRMARY,35,59474.06,121.0
Famacare Clinic,35,192430.0,24.0
Top Medical Centre                                         ,35,40183.5,316.0
MEDIPLUS PREMIER HOSPITAL,35,56443.8,44.0
Santa Maria Hospital,35,32587.5,102.0
ZION UQUE HOSPITAL,35,87679.0,0.0
 EUCHARISTIC HEART OF JESUS MEDICAL CENTRE,34,99712.8,188.0
Obule Medical Centre,34,31624.9,0.0
Rabboni Dental Clinics Festac,34,375500.0,38026.0
Sabana Specialist Hospital Ltd,34,17915.7,328.0
Sacred Heart Hospital Abeokuta,34,90286.19,348.0
NEDEKE PAEDIATRICS LIMITED,33,206649.5,54.0
Quality Medicare International Limited,33,742085.5,32.0
BlueCare Dental Clinic,33,207500.0,31.0
PHARMACY BENEFIT PROGRAMME OTA,33,201100.0,716.0
SUSPENDED Orange Health Medical Centre,33,81877.27,220.0
Gentleman Abdulsalam M. Hospital,33,23132.0,0.0
ADEBAYO SPECIALIST HOSPITAL,32,43703.9,0.0
INTON HOSPITAL,32,56199.94,0.0
Foremost Base Hospital                                      ,32,51511.0,0.0
Cutting Edge Hospital,32,95336.6,215.0
ALPINE SPECIALIST HOSPITAL,32,61429.0,167.0
VECKRON HOSPITAL LTD.,32,64625.130000000005,171.0
DE KINGS EYES CLINIC,32,59935.0,0.0
Maxi Specialist Ear Nose & Throat Clinic                    ,31,235668.0,108.0
VIEW FINDER EYE CLINIC ,31,523500.0,31.0
ZOE CONSULTANTS HOSPITAL UYO,31,24525.5,89.0
Berith Specialist Hospital Kubwa,31,47627.35,209.0
Aire Dental Surulere,30,266500.0,40.0
Maxi Specialist Eye Clinic                                  ,30,185850.0,45.0
Queens Specialist Hospital Ltd Ikeja                         ,30,56040.75,100.0
SILOAN MEDICAL CENTER LAGOS,30,73191.74,0.0
Bethel Specialist Hospital,30,116800.0,135.0
PHARMARUN PHARMACEUTICALS LIMITED   ,30,247020.8,452.0
MOBONIKE HOSPITAL,30,68966.0,114.0
CAPITOL HILL HOSPITALS LTD,29,66500.0,29.0
FAITH EYE Q,29,235200.0,19.0
ALVERNA MEDICAL CENTRE OJO,29,60897.1,244.0
Kendox Hospital,29,65818.5,102.0
PROCEPT EYE CLINIC ,29,198290.0,12.0
EMMYCARE MEDICAL CENTRE,29,98511.24,0.0
BEACONHILL SMILE CLINIC- IKEJA,28,350000.0,31.0
Next Generation Eyecare Ltd,28,129267.5,13.0
Pison Hospital,28,33719.9,107.0
AMEN HOUSTON HOSPITAL,28,50242.26,318.0
Group Medical Practitioners Services Ltd.,28,44201.5,0.0
ROPERB DENTAL CLINIC SURULERE,28,223710.0,15.0
Evanson Medical Centre,28,93326.49,243.0
LEGEND HOSPITAL AND DIAGNOSTIC LIMITED,28,62585.8,16309.7
DAYSPRING MEDICAL SERVICES LIMITED,28,40846.1,0.0
VATICAN BELLS PHARMACY SURULERE,27,227574.0,37.0
OSOGBO CENTRAL HOSPITAL,27,25547.2,32.0
New Era Specialist Hospital,27,82630.0,119.0
St Gerards Catholic Hospital                               ,27,29325.8,1889.5
A+ DENTAL CLINIC (FORMER ROPHE DENTAL),27,290500.0,44.0
SIRONA HOSPITAL LTD.,27,47557.0,32.0
MORNINGSIDE SPECALIST CLINIC,27,178196.55,57.0
NLOGHA OKEKE MEDICAL FOUNDATION,27,89572.11,250.0
REFORMED VISION EYE CLINIC,27,119040.0,18.0
The Real Hope Hospital,27,59251.5,134.0
TOLU MEDICAL CENTRE APAPA,26,23243.78,216.0
MODELCARE HOSPITAL AND CONSULTANCY ABUJA,26,59177.95,99.0
NOVELTY EYE CLINIC,26,84695.0,27.0
KREISSON EYE CLINIC,26,42000.0,0.0
Phoenix Eye Clinic,26,211500.0,37.0
GREENLIFE HOSPITAL LIMITED AMUWO,26,101420.0,101.0
ST DAVID HOSPITAL OWERRI,25,149159.95,316.0
D Lawrence Hospital,25,91351.12,81.0
PRIMEAH PHARMACY AJEGUNLE ,25,50800.0,9.0
DOVMED PHARMACEUTICAL LIMITED,25,23802.08,585.0
A S Radiance Specialist Hospital ,25,28655.39,138.0
ELENA CARES HOSPITAL,25,28681.25,222.0
POLY HOSPITAL and MATERNITY HOME,25,18366.5,221.0
ZENITH LIFE SPECIALIST HOSPITAL,24,66300.0,36.0
LUSCENT HOSPITAL,24,85074.19,0.0
SISTERS OF NATIVITY HOSPITAL,24,84350.0,60.0
Apex Medical Centre,24,47874.04,33.0
Charles Henry Specialist Hospital,24,42895.15,132.0
Lagoon Clinics - Victoria Island,24,400168.63,129.0
LEAH MEDICAL CENTRE,24,87921.35,87.0
TRIPLE CARE HOSPITAL,24,80450.0,113.0
EDJ Healthcare Diagnostics,24,303500.0,23.0
SMILE PRIDE DENTAL CLINIC,23,240500.0,25.0
Right Sight Eye Centre,23,89600.0,21121.0
ANURI SPECIALIST HOSPITAL,23,367709.5,103.0
HEPHZIBAH EYECARE LTD - AMUWO ODOFIN,23,226400.0,12.0
Adetula Optical Services Nig. Ltd                           ,23,103500.0,17.0
TRINITY OPTOMETRY CLINIC,23,131618.0,27.0
LIFE FOUNT MEDICAL CENTRE,23,55221.0,0.0
Angel & Eagle Specialist Hospital,23,43112.35,77.0
ST NICHOLAS MARYLAND,22,135862.0,355.0
Olalomi hospital ilorin ,22,12868.0,0.0
Omni Medical Centre                                         ,22,35969.27,0.0
SYD MONIC HOSPITAL,22,30413.0,2087.5
EQUITY HOSPITAL,22,58530.0,52.0
Eromosele Medical Centre,22,29503.95,114.0
ST TIMOTHY CATHOLIC HOSPITAL,22,59500.0,81.0
Omolola Hospital,22,31494.7,70.0
St Cecilia Eye Clinic,22,58970.0,34.0
Annunciation Hospital ,22,70350.0,147.0
Goshen Point Diagnostic,22,45525.0,5.0
Focus Eye Centre                                            ,22,170000.0,24.0
VISION CAPITAL EYE HOSPITAL MAGODO,21,86500.0,22.0
EL LAB LABORATORIES LIMITED AMUWO,21,153128.8,22.0
Vision Capital Eye Hospital AJAO,21,209000.0,20.0
Choice Opticals And Surgical Services Ltd - V.I.,21,303500.0,24.0
Solid Rock Specialist Eye Clinic,21,140500.0,15.0
International Clinic,21,69892.85,178.0
AMARA MEDICARE OKOTA,21,232698.4,103.0
Highland Specialist Hospital                               ,20,131001.5,80.0
SUSPENDED WELLMED HEALTHCARE LTD,20,93500.0,12.0
PHARMACY BENEFIT PROGRAMME ABUJA,20,171400.0,64.0
SALUS CATHOLIC HOSPITAL,20,68473.5,0.0
SAGELIFE LABORATORIES LIMITED,20,151310.0,20.0
Magodo Specialist,20,112671.0,78.0
Grover Medicals Lifestyle Clinic,20,137467.75,20.0
Petros Foundation Hospital,20,70789.75,0.0
NHIS Federal Medical Centre Ebute Metta,20,109322.0,119.0
Mount Gilead Hospital                                      ,19,37800.2,0.0
ELIM EYE CLINIC,19,22390.0,22.0
St Marys Specialist Hospital OJODU,19,75211.18,4.0
SAFECARE CLINIX,19,1230000.0,4.0
HANWILL PHARMACY AND STORES LIMITED,19,58600.0,5.0
ZENITH CARE HOSPITAL IBADAN,18,56591.5,50.0
WINAN HOSPITAL LTD,18,51366.979999999996,40.0
Specmakers Vision and Eye Health Centre,18,93000.0,18.0
Ola olu Hospital,18,27687.5,97.0
AMANADEL DENTAL CLINIC,18,266000.0,30.0
Continental Medical Centre,18,19523.5,62.0
Premiere Eye Centre,18,38075.0,0.0
DORJIL HOSPITAL AND MATERNITY CENTRE,18,48735.0,102.0
BC OMODON MEMORIAL HOSPITAL,18,84923.55,81.0
BAMITALE HOSPITAL,18,42090.35,82.0
GLORY MEDICAL CENTRE,18,9863.75,0.0
NETT PHARMACY OPEBI,18,51310.0,3798.0
The Roding Medical Centre VI,18,50523.56,0.0
EDI INTERNATIONAL HOSPITAL,18,69186.5,74.0
BLESSED TRINITY HOSPITAL LTD,18,29379.59,168.0
HEPHZIBAH EYECARE LTD - IKEJA,17,168750.0,23.0
Forever Vision Eye Centre,17,181762.5,6.0
Jericho Hospital,17,25370.0,90.0
ALIMOSHO GENERAL HOSPITAL,17,57222.3,3.0
JERICHO HOSPITAL OTA,17,0.0,135.0
MANNA & QUAILS GYM,17,18000.0,17.0
Pediatric Partners Ltd                                      ,17,96840.0,23.0
AVANT GART DENTAL CLINIC,17,86582.5,64.0
Ade Tade Hospital                                          ,17,32861.75,56.0
Myom Hospital                                              ,17,17809.5,123.0
CEDAR CREST HOSPITALS LIMITED LAGOS,17,150376.82,49.0
Peace Hospital                                             ,17,24705.0,126.0
LIFE FOUNTAIN MEDICAL CENTRE,17,54745.0,93.0
TRUCARE MEDICAL CENTRE JOS,16,43165.0,49.0
HEARTHSIDE HOSPITAL,16,22745.0,0.0
BOZID DENTAL CLINIC,16,66000.0,32012.0
SIKEOYE HOPE CLINIC,16,11324.1,0.0
VISION MEDIX EYECARE,16,56380.0,16.0
Britaview Eye                                               ,16,82400.0,22.0
VIEW EYE CLINIC,16,59580.0,0.0
Thomas David And Maternity Ltd,16,42141.55,112.0
Porter s House Eye Clinic,16,61500.0,16.0
EMORY SPECIALIST HOSPITAL,16,27939.6,69.0
KUNLADE HOSPITAL AND MATERNITY HOME,16,52428.5,0.0
DIAMOND HEARTS MEDICAL SERVICES LTD,16,95689.0,16.0
Softshell Specialist Hospital,16,20871.25,40.0
Genesis Specialist Hospital,16,30057.0,138.0
GRANULAR LABORATORY AND DIAGNOSTICS,16,157600.0,16.0
Crestview Radiology VI (Referrals Only)                                     ,16,236162.5,0.0
BELVISION EYE CARE- AJAO ESTATE,16,72315.0,23.0
DALET HOSPITAL,16,24252.7,69.0
Synlab Nigeria Limited,15,563230.0,14.0
Auspron Ventures Eye Clinic,15,105740.0,15.0
JUBILEE HOSPITAL,15,9742.15,1.0
COMFORT SPECIALIST HOSPITAL,15,83515.62,0.0
Lifeline Children Hospital LEKKI                            ,15,41250.0,31.0
Vivid Vision Eye Clinic,15,151500.0,15.0
View Plus Optical Limited                                   ,15,42000.0,0.0
TOOTHCOM DENTAL,15,60000.0,0.0
DREAM SAVERS EYECARE,15,73000.0,13.0
BSA HEARING AND SPEECH CENTRE,15,169000.0,26011.0
St Marello Catholic Hospital,14,12850.0,98.0
Eyeplus Ophthalmics,14,94585.0,11.0
Lana Hospital ,14,47639.87,28.0
PUREFORTUNE HOSPITAL,14,57933.9,0.0
CUTE HEALTHCARE LTD,14,79161.0,0.0
GENERAL HOSPITAL AJEROMI,14,178800.0,30.0
Tos Dental Clinic,14,182000.0,16.0
VISION PLANET EYE CLINIC,14,76000.0,20.0
Foundation Memorial Hospital,14,36453.0,18.0
IREAYO DENTAL CLINIC,14,79500.0,20.0
Peve Dental Clinic Agege,14,208000.0,13.0
Christ The King Hospital ,14,21468.45,0.0
DB DONOM BONITAS PHARMACY 2ND GATE IKORODU ,13,13100.0,16.0
RAVE DENTAL CLINIC,13,241000.0,23.0
JLT Specialist Clinic & Skin Centre                         ,13,75900.0,32.0
DIAMOND CROWN SPECIALIST HOSPITAL,13,71931.41,64.0
TOOTH ANGEL DENTAL CLINIC,13,151000.0,26.0
De mary central hospital,13,30466.0,55.0
MADANIYAH WOMEN SPECIALIST HOSPITAL,13,76730.8,145.0
MAPRO LIFESPRING HOSPITAL,13,23140.25,0.0
Broadland Hospital Services Ltd,13,15185.0,22.0
Giwa Hospital and Specialist Hospital,13,31053.05,74.0
UZOIGWE MEMORIAL HOSPITAL,13,0.0,0.0
Generations Specialist Hospital Limited,13,50527.5,91.0
Image Diagnostics PHC,13,193200.0,1.0
Vitalhope Dental Clinic,13,85500.0,16.0
Sambo Hospital Ltd,12,36484.0,35.0
PHARMACY BENEFIT PROGRAMME WARRI,12,123000.0,42.0
Olanrewaju Hospital,12,9145.0,0.0
HEPHZIBAH EYECARE LTD - ISHERI,12,35200.0,6.0
BAY SPECIALIST HOSPITAL MINNA,12,49558.3,58.0
Fanimed Hospital,12,95600.0,13.0
Citizen Medical Centre,12,21303.1,58.0
Federal Medical Centre Yola II,12,137000.0,17.0
Garin Alimi Hospital,12,10417.7,132.0
Brighthouse Dental Clinic,12,177000.0,16.0
Camela Eye Clinic,12,49000.0,0.0
K-dara specialist clinics ltd,12,35189.5,12.0
Reemee Medicare Nig. Ltd.,12,19136.75,80.0
TOPAZ DENTAL CLINIC,12,128426.0,35.0
MT SINAI HOSPITALS LIMITED,12,19375.0,49.0
EROM DIAGNOSTICS,12,138075.0,1.0
SUSPENDED BEACON MEDICAL CLINIC,12,36546.25,60.0
Divine Medical Centre,12,31179.5,0.0
CHRISTIANA HOSPITAL,12,42900.45,41.0
EMENIKE HOSPITAL,12,51639.3,62.0
Rosevine Hospitals,12,16273.0,0.0
Daama Specialist Hospital,12,14586.0,104.0
EXODUS GYM,12,22000.0,12.0
COPTIC ORTHODOX CHURCH OF NIGERIA,12,75698.0,41.0
DENTAL DELIGHTS CLINIC,11,87500.0,0.0
REDEEMER HEALTH CENTER IBADAN,11,157400.0,20.0
AVE DENTAL CLINIC,11,143000.0,12.0
Dothan Eye Centre Ago,11,120000.0,10017.0
MOTHER TERESA MEDICAL CENTRE,11,24800.0,30.0
Glaze Dental & Breath clinic,11,211000.0,0.0
Delnik Hospital,11,16149.5,48.0
LIFE BLOSSOM CARE AND CURE HOSPITAL   ,11,37172.9,19.0
EMABAL HOSPITAL,11,56459.5,45.0
Dee Goodnews Hospital,11,44770.6,0.0
Perle Dental Clinic,11,108000.0,8.0
IMPERIAL SPECIALIST HOSPITAL,11,34918.75,100.0
INLAND DENTAL CLINIC,11,155000.0,0.0
SpecSMART,11,154362.5,44.0
PRO FIT GYM AND YOGA CENTRE LAGOS,10,30000.0,10.0
NIGERIAN NAVY REFERENCE HOSPITAL OJO,10,51500.0,6.0
GOOD HEALTH SPECIALIST CLINIC,10,18767.5,68.0
Yusjib Ind. Medicare,10,6755.2,80.0
WESTEND HOSPITAL WARRI                                      ,10,294900.0,185.0
ANALYTICS MEDICAL DIAGNOSTICS LTD,10,38040.0,10.0
ONMAC HEALTHCARE SERVICES,10,56500.0,10.0
Safeway Hospital And Maternity Ltd,10,39833.35,62.0
Sightcity Eye Clinic Linited,10,53500.0,17.0
BEST FRIENDS B-F SPECIALIST HOSPITAL,10,48722.25,0.0
St Joseph Catholic Hospital,10,8460.0,58.0
BAYTU SEHA HOSPITAL,10,23501.0,41.0
Rainbow Specialist Medical Center,10,76000.0,0.0
MYRA EYE CENTRE,10,59688.5,0.0
E-CLINIC AND DIAGNOSTICS LIMITED ABA,10,40560.0,60.0
EAGLEVIEW EYE CLINIC IBADAN,10,51000.0,10.0
Kesona Eye Centre,9,50000.0,8.0
RAPHA SPECIALIST HOSPITAL,9,28775.4,135.0
Sadiku hospital,9,7652.25,45.0
Hilton Dental Services and Consulting Ltd,9,31000.0,15.0
J.A LASHMAN HOSPITAL,9,16487.1,159.0
PHARMACY BENEFIT PROGRAMME KANO,9,139830.0,918.0
Royal Specialist Hospital - Abuja,9,32593.4,37.0
OLLYTON DENTAL CLINIC,9,109500.0,11.0
Ladkem Eye Hospital,9,60500.0,0.0
GT DENTAL SPECIALIST LIMITED,9,96000.0,0.0
CANAANSHORE MEDICAL DIAGNOSTICS,9,57500.0,2501.0
RENAY DENTAL CLINIC,9,82500.0,16.0
Grey Insight ,9,13500.0,9.0
UNIQUE EYE CENTRE,9,48500.0,73.0
Fullvision Optometry Clinic,9,73890.0,22.0
WINNERS DENTAL CLINIC,9,17000.0,9.0
VISIONNEX SPECIALIST CLINIC- ISHERI,9,135500.0,15.0
The Roding Medical Centre Ojodu,8,23933.7,0.0
TOTAL CARE DIAGNOSTIC ARENA,8,35500.0,2.0
3J DENTAL CLINIC LIMITED,8,115000.0,9.0
NNPC MEDICAL SERVICES LIMITED MOSIMI,8,75724.4,232.0
The Chrane Hospitals Limited,8,12940.0,45.0
ROYAL AESTHETICS DENTAL CLINIC,8,134000.0,13.0
Redeemed Medical Centre,8,0.0,31.0
Maxiview Eye Clinic,8,83000.0,61.0
LABVILLE DIAGNOSTIC,8,81850.0,6.0
Benic Hospital & Mat.,8,12636.25,0.0
BORNO MEDICAL CLINIC MAIDUGURI,8,12507.5,35.0
LIFE SPECIALIST HOSPITAL LTD NNEWI,8,13730.8,115.0
SARAKI SPECIALIST HOSPITAL,8,37800.0,60.0
IVORY HEALTH CLUB,8,16000.0,10.0
Oladapo Medical Centre,8,14146.75,0.0
 Saudi Optical and Eye Services,8,79000.0,14.0
ALL ABOUT EYES,8,56000.0,14.0
HEPHZIBAH EYECARE LTD - OKO OBA,8,53000.0,27.0
NADERK EYE CLINIC ,8,57090.0,15.0
PULPCARE DENTAL,8,21500.0,17005.0
Kleinburg Medical Center,8,15013.25,48.0
Emmanuel Specialist Hospital Ile-ife,8,19292.62,9.0
De Favours Dental Clinic,8,39000.0,10.0
MOTHER MARY CATHOLIC HOSPITAL,7,18032.5,0.0
Able hand Clinic & Hospital,7,19172.0,24.0
Graceland hagwop hospital ,7,13959.5,10.0
GRATITUDE MISSION HOSPITAL,7,24214.7,0.0
WHYTEVILLE DENTAL CLINIC,7,74000.0,7.0
Vcare Diagnostics Limited,7,13000.0,0.0
Taforehab Pelvic & Orthopedic wellness ,7,66500.0,0.0
SOLID ROCK DENTAL CLINIC,7,120000.0,1.0
Lifepoint Medical Centre,7,44115.5,7.0
SMARTBAY DENTAL,7,120000.0,4.0
Royash Dental Clinic,7,153000.0,0.0
Oroki Hospital,7,7471.5,41.0
His Dulce Dental Limited,7,69000.0,13.0
St Emmanuel Diagnostics,7,43000.0,0.0
PHOTIZO EYE CLINIC ELELENWO BRANCH,7,48175.0,10.0
KOWA HOSPITAL IKEJA,7,11086.1,30.0
PONS MEDICAL DIAGNOSTICS,7,0.0,0.0
THE MINARET HOSPITAL,7,18573.95,73.0
Epsilon Spec. Hospital,7,35555.0,7.0
LANTOS SPECIALIST HOSPITAL LTD.,7,7928.5,53.0
Elegbeleye Specialist Hospital,7,14030.0,0.0
PONYX HOSPITAL,7,14330.5,43.0
Maycentral Healthcare Limited (Immunization Clinic),6,105725.0,1.0
Anioma Hospital,6,12087.0,30.0
Toothrite Dental Clinic,6,18551.5,8.0
OUR LADY OF FATIMA  OSOGBO,6,8078.16,0.0
ROYALSPECS EYE CLINIC LTD,6,28000.0,0.0
CHRISTABIKS HOSPITAL,6,11036.15,0.0
SOTERIA EYE CLINIC LIMITED,6,56800.0,10.0
Leadway Eye Clinic,6,12970.0,6.0
EVERGREEN CHRISTIAN HEALTH SERVICES,6,8459.0,0.0
LEAD HOSPITAL & MATERNITY AKUTE,6,11536.0,0.0
Metro Eye Clinic Gbagada,6,30000.0,9.0
PURE LIFESTYLE PHARMACY,6,9460.0,0.0
KHAIRO DIET CLINIC,6,90000.0,6.0
PHARMABAY LTD,6,31700.0,5.0
PHARMACY BENEFIT PROGRAMME KADUNA,6,6600.0,18.0
Soteria Maternity And Hospital,6,13987.8,29.0
SAJATO OPTICAL CENTRE & EYE HOSPITAL,6,32000.0,0.0
Peniel Eye Clinic And Surgery                              ,6,33590.0,9.0
STEDMED SPECIALIST MEDICAL CENTRE &CHILDREN S HOSPITAL,6,10500.0,37.0
Beyond Smile Dental Clinic Ketu,6,25000.0,0.0
BELMEDICARE HOSPITAL,6,18900.0,15.0
BINGHAM UNIVERSITY TEACHING HOSPITAL JOS,6,17400.0,28.0
 KLARITY DENTALS HEALTH SERVICES,6,31000.0,0.0
ABUAD MULTISYSTEM HOSPITAL,6,12198.71,8.0
CHRISTBAY CONSULTANTS HOSPITAL,5,9303.5,42.0
CHYGORCOLE SPECIALIST HOSPITAL,5,38034.0,71.0
Salem Vision Eyecare,5,39500.0,5.0
FIRST DOMINICAN HOSPITAL,5,4083.5,39.0
CEDAR CREST HOSPITAL GWARINPA ABUJA,5,46143.75,40.0
MICHEL DENTAL CLINIC,5,17500.0,2.0
OREOFE CLINIC AND MATERNITY HOME,5,325532.8,53.0
Galaxy Dental Centre & Oral Maxillofacial Surgery,5,100000.0,9.0
KOTS DENTAL CLINIC,5,98500.0,15.0
J Rapha Clinics,5,13451.0,0.0
Kingskidd Hospital and Women s Centre,5,8057.0,5.0
OLA OLUWA EYE CLINIC,5,32500.0,5.0
Royal Eye Hospital Ltd                   ,5,10053.0,5.0
EVERIGHT DIAGNOSTIC AND LABORATORY SERVICES LIMITED,5,18933.75,5.0
BMH HOSPITAL,5,4172.2,0.0
St Ives Specialist Hospital Opebi,5,32550.0,5.0
BAMFAK REHABS AND PHYSIOTHERAPY LTD,5,32500.0,5.0
BEST CHOICE CLINIC AND MATERNITY,5,5024.0,32.0
Jethrone Hospitals and diagnostics,5,20602.5,27.0
PINECREST SPECIALIST HOSPITAL NASSARAWA,5,11074.2,50.0
ONEHEALTH MEDICAL CENTER,5,13054.9,73.0
Q HEALTH LABORATORY & DIAGNOSTICS LTD,5,24050.0,0.0
SUCCEXCEL EYE CLINIC & OPTICAL SERVICE LTD,5,38000.0,5.0
MERCYLAND HOSPITAL,5,6954.0,64.0
ARISTOOTHCRAT DENTAL CLINIC,5,14000.0,5.0
Healing Virtues Hospital,5,10300.0,56.0
The Health Arena,5,0.0,18.0
VATICAN BELLS PHARMACY ISOLO,4,2900.0,27.0
SYCAMORE PHARMACY,4,51404.0,10.0
PHARMACY BENEFIT PROGRAMME ENUGU,4,13000.0,10.0
Beaconhill Smile - Victoria Island,4,38500.0,4.0
DOYEN HOSPITAL,4,6996.58,29.0
EVERIGHT DIAGNOSTIC LAGOS,4,24300.0,0.0
Smile360 Dental Specialist                                  ,4,53550.0,4.0
ALEPH DENTAL CLINIC,4,54000.0,5.0
FULCARE HOSPITAL,4,13403.5,35.0
The Eye Doctors  ,4,61000.0,3.0
St Emmanuel Hospital                                ,4,6900.0,20.0
INTERNATIONAL CLAIMS,4,122700.0,4.0
St Charles Borromeo Hospital,4,7619.0,4.0
Richmond Dental Clinic                                      ,4,100000.0,5.0
Locus Eye Clinic,4,38000.0,4.0
FEDERAL MEDICAL CENTER JABI,4,25791.683,4.0
Dentoba Dental Clinic,4,24000.0,4.0
SIGNATURE SMILES CLINIC,4,50000.0,4.0
Bodmed Clinics And Neurological Centre,4,19500.0,0.0
CHERRY PHYSIOTHERAPY & WELLNESS CENTRE,4,134000.0,0.0
Allure Eyecare,4,38500.0,8.0
Andchristie Dental Clinic,4,87000.0,4.0
Breeze Smile Dental Specialist Clinic,4,83000.0,10.0
GILBALM HEALTHCARE LTD OTA,4,6500.0,6.0
NOL International Hospital & Diagnostic Services Ltd,3,23240.0,43.0
Duro Soleye Hospitals                                       ,3,31600.0,10.0
OSBUD PHARMACY LIMITED,3,8000.0,3.0
First Consultants Dental Ilupeju,3,25000.0,3.0
YOBE STATE UNIVERSITY TEACHING HOSPITAL,3,7500.0,3.0
ADONAI SPECIALIST HOSPITAL NASARAWA,3,7700.0,3.0
FITNESS PLUS YABA,3,6000.0,0.0
Oasis Dental Clinic,3,58000.0,4.0
CRESTVIEW RADIOLOGY IGBOBI(Referrals only),3,88500.0,4.0
PHARMACY BENEFIT PROGRAMME IBADAN,3,17100.0,9.0
CONTEMPORARY DENTAL CLINIC,3,30000.0,3.0
BLUEROOM CARE,3,60000.0,12.0
Joebong Medical And Skin Centre,3,5399.99,25.0
Zeta Dental Services,3,5500.0,0.0
FUNTEES DENTAL CLINIC,3,6333.6,37.0
Hartwell Hospital,3,61700.0,3.0
SHARPVIEW OPTOMETRIC CLINIC,3,41500.0,9.0
Danitob Eye care and optical Centre Ltd,3,29000.0,7.0
OLAN MEDICAL CENTER,3,24000.0,3.0
Esteem Dental Clinic                                        ,3,30000.0,4.0
Royal Specialist Hospital - Maiduguri,3,29408.0,77.0
View Point Specialist Eye Centre,3,15940.0,0.0
SAMDAV EYE CLINIC AND OPTICAL SERVICES,3,2500.0,0.0
St Rebecca Hospital                                        ,3,2810.0,26.0
Nene Dental Clinic,3,15000.0,3.0
We Care Hospital,2,4300.0,0.0
Greenleaf Wellness,2,0.0,2.0
GEO DENTAL CENTRE,2,5000.0,0.0
INLAND SPECIALIST HOSPITAL OGUDU,2,4500.0,0.0
SOZO-DUNAMIS DENTAL UYO,2,52500.0,2.0
Detwist Dental Specialist,2,100000.0,2.0
SPRINGCARE PHARMACY LIMITED GBAGADA,2,6950.0,2.0
Xpress Biomedical Limited (Diagnostics),2,907.5,908.5
Boaz Medical,2,15000.0,2.0
NNPC MEDICAL SERVICE LIMITED HQ,2,66000.0,0.0
Radiant Optics,2,40000.0,0.0
E-CLINICS and DIAGNOSTIC LTD ABUJA,2,11250.0,2.0
PHARMACY BENEFIT PROGRAMME BENIN,2,17500.0,5.0
DAZZLE DENTAL CLINICS,2,0.0,0.0
HYGEI DENTAL AND EYE CLINIC IKEJA,2,4000.0,2.0
COSMODERM MEDICAL DIAGNOSTIC CENTER,2,29000.0,1.0
Comprehensive Dental Clinic ,2,42000.0,5.0
JCP MAX diagnostic centre ANTHONY,2,5020.0,2.0
Beracca Eye Clinic Ikeja,2,11000.0,2.0
FINESSE SPECIALIST DENTAL CLINICS AND SURGERY,2,12000.0,2.0
St Edmund Eye Clinic,2,11000.0,0.0
PENINSULA MEDICALS LIMITED,2,12500.0,2.0
Smith Medicare Services,2,6000.0,0.0
The Eye Doctors Ikeja (Formerly Crestview Eye),1,37500.0,0.0
UNIVERSITY OF MAIDUGURI TEACHING HOSPITAL BORNO,1,9900.0,1.0
ULTIMA ENDOSCOPY CENTRE,1,45000.0,0.0
GALLANT FITNESS GYM,1,3000.0,1.0
GENERAL HOSPITAL IFAKO IJAIYE,1,20000.0,0.0
ELITE DERMAESTHETICA CLINIC,1,15000.0,1.0
Dobic Health Diagnostics,1,120000.0,0.0
Rasheed Shekoni Specialist Hospital,1,8000.0,1.0
NNPC MEDICAL SERVICES LIMITED LAGOS,1,0.0,1.0
Teethcity Dental Specialist Clinic,1,2000.0,0.0
TSAA FITNESS CENTRE,1,2000.0,1.0
LOTUS FITNESS AND HEALTH,1,2500.0,1.0
SAUKI-PLUS PHARMACY Maiduguri,1,12500.0,1.0
NEW HAVEN HOSPITAL AND DIALYSIS CENTRE,1,50000.0,1.0
Niger Foundation Hospital,1,0.0,7.0
Delight Beauty World & Fitness Centre,1,2000.0,1.0
MEDPRIME DIAGNOSTIC CENTRE,1,8125.0,1.0
PHARMACY BENEFIT PROGRAMME PHC,1,0.0,1.0
PHARMACY BENEFIT PROGRAMME ILORIN,1,23400.0,180.0
PANACEA PHARMACEA,1,10240.0,1.0
KINDER KLINIK (REFERRAL ONLY),1,60000.0,1.0
